iter	RMSE
219	0.1999483205
220	0.1987916989
221	0.197845278
222	0.1973525531
223	0.1964134437
224	0.1957257802
225	0.194647764
226	0.1937936343
227	0.1932327772
228	0.1924242689
229	0.1916120642
230	0.1909311829
231	0.1901071105
232	0.189285726
233	0.1888792166
234	0.1881483897
235	0.187345977
236	0.1866421852
237	0.1859722418
238	0.1852096166
239	0.1847945686
240	0.1842770625
241	0.1835442293
242	0.1825927468
243	0.1821057505
244	0.1816387523
245	0.1806930324
246	0.1802280841
247	0.1795826039
248	0.1788648261
249	0.1778820731
250	0.1771324909
251	0.1765028474
252	0.1760272513
253	0.1753697719
254	0.1748014558
255	0.1742521872
256	0.1733515332
257	0.1724273521
258	0.1718328299
259	0.1714181177
260	0.1708538994
261	0.1701005771
262	0.1694350073
263	0.1687630347
264	0.1681407991
265	0.1675539533
266	0.1668721956
267	0.1664179567
268	0.1657775852
269	0.16548562
270	0.1649407908
271	0.1643247882
272	0.1638509281
273	0.1633532993
274	0.1628755374
275	0.1623068305
276	0.1619597943
277	0.1615477749
278	0.1612295966
279	0.1610041543
280	0.1607354671
281	0.1598027304
282	0.159101443
283	0.1586961382
284	0.1581107643
285	0.1574341118
286	0.1569586251
287	0.1564242509
288	0.1560141927
289	0.1555434694
290	0.1549246955
291	0.154549564
292	0.1541016508
293	0.1536902215
294	0.1530924724
295	0.1526346074
296	0.1521672081
297	0.1518892078
298	0.1513996962
299	0.1510593674
300	0.150682518
301	0.1502841934
302	0.149922823
303	0.1495672701
304	0.1491412247
305	0.1488952173
306	0.148244922
307	0.1476360674
308	0.147061567
309	0.1466410061
310	0.1460934545
311	0.1456782591
312	0.1452081093
313	0.1448491853
314	0.1442371772
315	0.1438390465
316	0.143069842
317	0.1427607693
318	0.1424613767
319	0.1418835416
320	0.1413685139
321	0.1410253172
322	0.1408419263
323	0.1403376669
324	0.1398624332
325	0.1396822322
326	0.1392939108
327	0.1388542217
328	0.1383420174
329	0.1380546166
330	0.1377184337
331	0.1371761274
332	0.1366961739
333	0.1365137655
334	0.1360481178
335	0.1356406221
336	0.1353715605
337	0.1351833256
338	0.134936334
339	0.1346593112
340	0.1344492283
341	0.1340766458
342	0.1338887391
343	0.1334308232
344	0.1332693605
345	0.1329805873
346	0.1326593806
347	0.1323464764
348	0.1318183322
349	0.1314192743
350	0.1311105593
351	0.1307722486
352	0.1303845228
353	0.1299232378
354	0.1298045693
355	0.1293926679
356	0.1291203786
357	0.1289039041
358	0.1284610142
359	0.1279564681
360	0.1277006995
361	0.1274482353
362	0.1270130829
363	0.1264993217
364	0.1263020285
365	0.1260403315
366	0.1257238461
367	0.1254496476
368	0.1252007569
369	0.1248849986
370	0.124495683
371	0.1243180286
372	0.124007504
373	0.1238622793
374	0.1235386573
375	0.1233456412
376	0.122943595
377	0.1226695558
378	0.1221704723
379	0.1218144489
380	0.1215756604
381	0.1213126424
382	0.1212191047
383	0.1209979603
384	0.1208229281
385	0.1203903401
386	0.1200837105
387	0.1197209686
388	0.1195005026
389	0.1192320161
390	0.1189186677
391	0.1186850403
392	0.1184348984
393	0.1183340089
394	0.1179857153
395	0.1177034167
396	0.1175659915
397	0.1174313668
398	0.1171663115
399	0.116821868
400	0.116563403
401	0.1162650029
402	0.1159634607
403	0.1153938783
404	0.115151756
405	0.1148791087
406	0.1145180602
407	0.11421178
408	0.1138646973
409	0.1135880773
410	0.1132979571
411	0.1131019805
412	0.1128672648
413	0.1126511519
414	0.1124227068
415	0.1123039732
416	0.112040429
417	0.1117740922
418	0.1116673724
419	0.1113755044
420	0.1111658982
421	0.110925775
422	0.1106792675
423	0.1104359139
424	0.1101046986
425	0.1099541977
426	0.1097907421
427	0.1097145747
428	0.1094748694
429	0.1092695253
430	0.1089299303
431	0.1087519777
432	0.1083802689
433	0.1082517128
434	0.1079621353
435	0.1077270786
436	0.1074955046
437	0.1074009161
438	0.1072270077
439	0.1070050771
440	0.1068009202
441	0.1065726409
442	0.1064178898
443	0.1059992534
444	0.1056864862
445	0.1056206585
446	0.105466663
447	0.1051887798
448	0.1049618026
449	0.1046064993
450	0.1044729346
451	0.1042957154
452	0.104132522
453	0.1039984429
454	0.1038605153
455	0.1035980093
456	0.1034113822
457	0.1032425721
458	0.1030211752
459	0.1027174324
460	0.1025903072
461	0.1024759656
462	0.1022519449
463	0.1019918735
464	0.1018126669
465	0.1016026311
466	0.1014806474
467	0.1011472676
468	0.1009984524
469	0.1009085477
470	0.1007570914
471	0.1005898722
472	0.1002945491
473	0.09992765098
474	0.09977038062
475	0.09969395517
476	0.09952124523
477	0.09939561762
478	0.09924141002
479	0.09902644396
480	0.09891843238
481	0.09870504714
482	0.09863909081
483	0.09843321165
484	0.09832405861
485	0.09808892039
486	0.09795231209
487	0.09785571799
488	0.09769872372
489	0.09756781521
490	0.09736969236
491	0.09716322337
492	0.09696230145
493	0.0968665151
494	0.09664047907
495	0.09650859958
496	0.09636903848
497	0.09613931575
498	0.09603432222
499	0.0958244522
