"formula","material_ID","Li_Chempot_Min","Li_Chempot_Max","max_oxidation_state","min_oxidation_state","Eng-maxOxi","Eng-minOXi","MagpieData minimum Number","MagpieData maximum Number","MagpieData range Number","MagpieData mean Number","MagpieData avg_dev Number","MagpieData mode Number","MagpieData minimum MendeleevNumber","MagpieData maximum MendeleevNumber","MagpieData range MendeleevNumber","MagpieData mean MendeleevNumber","MagpieData avg_dev MendeleevNumber","MagpieData mode MendeleevNumber","MagpieData minimum AtomicWeight","MagpieData maximum AtomicWeight","MagpieData range AtomicWeight","MagpieData mean AtomicWeight","MagpieData avg_dev AtomicWeight","MagpieData mode AtomicWeight","MagpieData minimum MeltingT","MagpieData maximum MeltingT","MagpieData range MeltingT","MagpieData mean MeltingT","MagpieData avg_dev MeltingT","MagpieData mode MeltingT","MagpieData minimum Column","MagpieData maximum Column","MagpieData range Column","MagpieData mean Column","MagpieData avg_dev Column","MagpieData mode Column","MagpieData minimum Row","MagpieData maximum Row","MagpieData range Row","MagpieData mean Row","MagpieData avg_dev Row","MagpieData mode Row","MagpieData minimum CovalentRadius","MagpieData maximum CovalentRadius","MagpieData range CovalentRadius","MagpieData mean CovalentRadius","MagpieData avg_dev CovalentRadius","MagpieData mode CovalentRadius","MagpieData minimum Electronegativity","MagpieData maximum Electronegativity","MagpieData range Electronegativity","MagpieData mean Electronegativity","MagpieData avg_dev Electronegativity","MagpieData mode Electronegativity","MagpieData minimum NsValence","MagpieData maximum NsValence","MagpieData range NsValence","MagpieData mean NsValence","MagpieData avg_dev NsValence","MagpieData mode NsValence","MagpieData minimum NpValence","MagpieData maximum NpValence","MagpieData range NpValence","MagpieData mean NpValence","MagpieData avg_dev NpValence","MagpieData mode NpValence","MagpieData minimum NdValence","MagpieData maximum NdValence","MagpieData range NdValence","MagpieData mean NdValence","MagpieData avg_dev NdValence","MagpieData mode NdValence","MagpieData minimum NfValence","MagpieData maximum NfValence","MagpieData range NfValence","MagpieData mean NfValence","MagpieData avg_dev NfValence","MagpieData mode NfValence","MagpieData minimum NValence","MagpieData maximum NValence","MagpieData range NValence","MagpieData mean NValence","MagpieData avg_dev NValence","MagpieData mode NValence","MagpieData minimum NsUnfilled","MagpieData maximum NsUnfilled","MagpieData range NsUnfilled","MagpieData mean NsUnfilled","MagpieData avg_dev NsUnfilled","MagpieData mode NsUnfilled","MagpieData minimum NpUnfilled","MagpieData maximum NpUnfilled","MagpieData range NpUnfilled","MagpieData mean NpUnfilled","MagpieData avg_dev NpUnfilled","MagpieData mode NpUnfilled","MagpieData minimum NdUnfilled","MagpieData maximum NdUnfilled","MagpieData range NdUnfilled","MagpieData mean NdUnfilled","MagpieData avg_dev NdUnfilled","MagpieData mode NdUnfilled","MagpieData minimum NfUnfilled","MagpieData maximum NfUnfilled","MagpieData range NfUnfilled","MagpieData mean NfUnfilled","MagpieData avg_dev NfUnfilled","MagpieData mode NfUnfilled","MagpieData minimum NUnfilled","MagpieData maximum NUnfilled","MagpieData range NUnfilled","MagpieData mean NUnfilled","MagpieData avg_dev NUnfilled","MagpieData mode NUnfilled","MagpieData minimum GSvolume_pa","MagpieData maximum GSvolume_pa","MagpieData range GSvolume_pa","MagpieData mean GSvolume_pa","MagpieData avg_dev GSvolume_pa","MagpieData mode GSvolume_pa","MagpieData minimum GSbandgap","MagpieData maximum GSbandgap","MagpieData range GSbandgap","MagpieData mean GSbandgap","MagpieData avg_dev GSbandgap","MagpieData mode GSbandgap","MagpieData minimum GSmagmom","MagpieData maximum GSmagmom","MagpieData range GSmagmom","MagpieData mean GSmagmom","MagpieData avg_dev GSmagmom","MagpieData mode GSmagmom","MagpieData minimum SpaceGroupNumber","MagpieData maximum SpaceGroupNumber","MagpieData range SpaceGroupNumber","MagpieData mean SpaceGroupNumber","MagpieData avg_dev SpaceGroupNumber","MagpieData mode SpaceGroupNumber"
"LiSn2(PO4)3","mp-773129",4.17681222209554,2.71391922733632,5,-2,14.6527777777778,5.86111111111111,3,50,47,13.5555555555556,8.58024691358025,8,1,87,86,80.7777777777778,9.03703703703704,87,6.941,118.71,111.769,29.4041714444444,20.3689365308642,15.9994,54.8,505.08,450.28,170.741666666667,154.588888888889,54.8,1,16,15,14.7777777777778,1.7037037037037,16,2,5,3,2.5,0.722222222222222,2,66,139,73,84.3888888888889,24.5185185185185,66,0.98,3.44,2.46,2.93055555555556,0.679259259259259,3.44,1,2,1,1.94444444444444,0.104938271604938,2,0,4,4,3.38888888888889,0.814814814814815,4,0,10,10,1.11111111111111,1.97530864197531,0,0,0,0,0,0,0,1,14,13,6.44444444444444,1.67901234567901,6,0,1,1,0.055555555555556,0.104938271604938,0,0,4,4,2.27777777777778,0.623456790123457,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.33333333333333,0.592592592592593,2,9.105,33.285,24.18,14.4518915343833,7.12918871251111,9.105,0,1.625,1.625,0.270833333333333,0.451388888888889,0,0,0,0,0,0,0,2,229,227,36.7222222222222,44.537037037037,12
"LiCaGaF6","mp-12829",6.45349171698095,2.20023242601013,3,-1,9.22333333333333,3.07444444444444,3,31,28,12,6,9,1,93,92,71.1111111111111,29.8271604938272,93,6.941,69.723,62.782,25.6369354666667,13.0060286814815,18.9984032,53.5,1115,1061.5,243.622222222222,253.496296296296,53.5,1,17,16,13.1111111111111,5.18518518518519,17,2,4,2,2.44444444444444,0.691358024691358,2,57,176,119,85.3333333333333,37.7777777777778,57,0.98,3.98,3,3.07444444444444,1.20740740740741,3.98,1,2,1,1.88888888888889,0.197530864197531,2,0,5,5,3.44444444444444,2.07407407407407,5,0,10,10,1.11111111111111,1.97530864197531,0,0,0,0,0,0,0,1,13,12,6.44444444444444,2.19753086419753,7,0,1,1,0.111111111111111,0.197530864197531,0,0,5,5,1.22222222222222,0.839506172839506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1.33333333333333,0.814814814814815,1,9.7075,37.77,28.0625,14.6073148148111,6.53308641974815,9.7075,0,1.97,1.97,1.31333333333333,0.875555555555555,1.97,0,0,0,0,0,0,15,229,214,67.5555555555556,70.8641975308642,15
"LiDy(WO4)2","mp-1192153",3.67131015534742,2.36220254482092,6,-2,17.22,5.74,3,74,71,23.4166666666667,23.9583333333333,8,1,87,86,69.1666666666667,23.7777777777778,87,6.941,183.84,176.899,55.42635,60.6501583333333,15.9994,54.8,3695,3640.2,830.590833333333,1097.20458333333,54.8,1,16,15,12,5.33333333333333,16,2,6,4,3,1.5,2,66,192,126,97.6666666666667,42.2222222222222,66,0.98,3.44,2.46,2.87,0.76,3.44,1,2,1,1.91666666666667,0.152777777777778,2,0,4,4,2.66666666666667,1.77777777777778,4,0,4,4,0.666666666666667,1.11111111111111,0,0,14,14,3.16666666666667,4.75,0,1,20,19,8.41666666666667,4.45833333333333,6,0,1,1,0.083333333333333,0.152777777777778,0,0,2,2,1.33333333333333,0.888888888888889,2,0,6,6,1,1.66666666666667,0,0,4,4,0.333333333333333,0.611111111111111,0,1,6,5,2.75,1.29166666666667,2,9.105,31.24,22.135,12.7311111111083,4.83481481481111,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,81.4166666666667,92.5555555555555,12
"CsLi(PO3)2","mp-560667",4.88479615409308,2.24885206929813,5,-2,13.395,5.358,3,55,52,13.6,8.84,8,1,87,86,69.4,26.56,87,6.941,132.9054519,125.9644519,29.77903759,21.103172626,15.9994,54.8,453.69,398.89,171.868,140.4816,54.8,1,16,15,12.8,4.72,16,2,6,4,2.6,0.84,2,66,244,178,98.2,38.64,66,0.79,3.44,2.65,2.679,0.9132,3.44,1,2,1,1.8,0.32,2,0,4,4,3,1.2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4.8,1.52,6,0,1,1,0.2,0.32,0,0,3,3,1.8,0.72,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.4,2,9.105,115.765,106.66,23.21288095237,18.510423809526,9.105,0,1.625,1.625,0.325,0.52,0,0,0,0,0,0,0,2,229,227,53.4,70.24,12
"LiMgP","mp-36111",1.08550438455971,0.221025936241259,2,-3,2.98666666666667,4.48,3,15,12,10,4.66666666666667,3,1,83,82,50.6666666666667,33.1111111111111,1,6.941,30.973762,24.032762,20.7399206666667,9.19928044444445,6.941,317.3,923,605.7,564.663333333333,238.891111111111,317.3,1,15,14,6,6,1,2,3,1,2.66666666666667,0.444444444444444,2,107,141,34,125.333333333333,12.2222222222222,107,0.98,2.19,1.21,1.49333333333333,0.464444444444445,0.98,1,2,1,1.66666666666667,0.444444444444444,1,0,3,3,1,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.66666666666667,1.55555555555556,1,0,1,1,0.333333333333333,0.444444444444444,0,0,3,3,1,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.33333333333333,1.11111111111111,0,16.5933333333,22.89,6.2966666667,20.6845238095,2.72746031746667,16.5933333333,0,1.625,1.625,0.541666666666667,0.722222222222222,0,0,0,0,0,0,0,2,229,227,141.666666666667,93.1111111111111,2
"LiMoIO6","mp-558917",4.14820161875894,3.4713062497243,6,-2,17.6266666666667,5.87555555555556,3,53,50,16.2222222222222,13.9012345679012,8,1,96,95,74.3333333333333,21.7037037037037,87,6.941,126.90447,119.96347,36.2002077777778,33.4364565432099,15.9994,54.8,2896,2841.2,451.704444444444,543.618024691358,54.8,1,17,16,13.3333333333333,4.37037037037037,16,2,5,3,2.66666666666667,1.03703703703704,2,66,154,88,90.7777777777778,33.037037037037,66,0.98,3.44,2.46,2.93777777777778,0.669629629629629,3.44,1,2,1,1.77777777777778,0.345679012345679,2,0,5,5,3.22222222222222,1.4320987654321,4,0,10,10,1.66666666666667,2.59259259259259,0,0,0,0,0,0,0,1,17,16,6.66666666666667,2.2962962962963,6,0,1,1,0.222222222222222,0.345679012345679,0,0,2,2,1.44444444444444,0.740740740740741,2,0,5,5,0.555555555555556,0.987654320987654,0,0,0,0,0,0,0,1,6,5,2.22222222222222,0.839506172839506,2,9.105,43.015,33.91,14.4364814814778,7.1086419753037,9.105,0,1.062,1.062,0.118,0.209777777777778,0,0,0,0,0,0,0,12,229,217,66,72.4444444444444,12
"LiPO3","mp-29195",4.76778689223928,2.41266503589344,5,-2,13.49,5.396,3,15,12,8.4,2.64,8,1,87,86,69,27.2,87,6.941,30.973762,24.032762,17.1825924,5.51646784,15.9994,54.8,453.69,398.89,187.078,158.7336,54.8,1,16,15,12.8,4.72,16,2,3,1,2.2,0.32,2,66,128,62,86.6,24.72,66,0.98,3.44,2.46,2.698,0.8904,3.44,1,2,1,1.8,0.32,2,0,4,4,3,1.2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4.8,1.52,6,0,1,1,0.2,0.32,0,0,3,3,1.8,0.72,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.4,2,9.105,22.5702380952,13.4652380952,13.2957142857,5.02885714284,9.105,0,1.625,1.625,0.325,0.52,0,0,0,0,0,0,0,2,229,227,53.4,70.24,12
"Rb2LiRhCl6","mp-1206187",4.39365519531835,2.65780168553666,3,-1,7.158,2.386,3,45,42,22.4,10.36,17,1,94,93,63.2,36.96,94,6.941,102.9055,95.9645,49.35001,25.158214,35.453,171.6,2237,2065.4,434.521,364.3296,171.6,1,17,16,11.4,6.72,17,2,5,3,3.5,0.9,3,102,220,118,132.2,37.08,102,0.82,3.16,2.34,2.386,0.9288,3.16,1,2,1,1.6,0.48,2,0,5,5,3,2.4,5,0,8,8,0.8,1.44,0,0,0,0,0,0,0,1,9,8,5.4,2.64,7,0,1,1,0.4,0.48,0,0,1,1,0.6,0.48,1,0,2,2,0.2,0.36,0,0,0,0,0,0,0,1,3,2,1.2,0.36,1,13.64,90.7225,77.0825,35.86633333333,21.942466666668,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,0,0,0,0,0,64,229,165,129.6,78.72,64
"SrLiCrF6","mp-1208634",5.68978600673504,2.22951001900272,3,-1,9.15666666666667,3.05222222222222,3,38,35,13.2222222222222,7.90123456790124,9,1,93,92,68.4444444444444,32.7407407407407,93,6.941,87.62,80.679,28.9497243555556,18.1592558419753,18.9984032,53.5,2180,2126.5,444.965555555556,521.954074074074,53.5,1,17,16,12.3333333333333,6.22222222222222,17,2,5,3,2.55555555555556,0.864197530864197,2,57,195,138,89.3333333333333,43.1111111111111,57,0.95,3.98,3.03,3.05222222222222,1.23703703703704,3.98,1,2,1,1.77777777777778,0.345679012345679,2,0,5,5,3.33333333333333,2.22222222222222,5,0,5,5,0.555555555555556,0.987654320987654,0,0,0,0,0,0,0,1,7,6,5.66666666666667,1.85185185185185,7,0,1,1,0.222222222222222,0.345679012345679,0,0,1,1,0.666666666666667,0.444444444444444,1,0,5,5,0.555555555555556,0.987654320987654,0,0,0,0,0,0,0,0,6,6,1.44444444444444,1.01234567901235,1,9.7075,54.23,44.5225,15.5842592592556,8.81218106995309,9.7075,0,1.97,1.97,1.31333333333333,0.875555555555555,1.97,0,0,0,0,0,0,15,229,214,85.8888888888889,94.5185185185185,15
"LiSb(PO3)4","mp-504207",4.2532697743839,2.85218424567461,5,-2,14.7416666666667,5.89666666666667,3,51,48,11.6666666666667,5.85185185185185,8,1,87,86,81.2222222222222,8.91358024691358,87,6.941,121.76,114.819,24.6993804444444,13.573127308642,15.9994,54.8,903.78,848.98,182.459444444444,170.212592592593,54.8,1,16,15,14.8888888888889,1.54320987654321,16,2,5,3,2.38888888888889,0.561728395061728,2,66,139,73,82.6111111111111,22.1481481481481,66,0.98,3.44,2.46,2.94833333333333,0.655555555555556,3.44,1,2,1,1.94444444444444,0.104938271604938,2,0,4,4,3.5,0.666666666666667,4,0,10,10,0.555555555555556,1.04938271604938,0,0,0,0,0,0,0,1,15,14,6,1,6,0,1,1,0.055555555555556,0.104938271604938,0,0,3,3,2.16666666666667,0.462962962962963,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2.22222222222222,0.432098765432099,2,9.105,31.56,22.455,13.7607936507833,6.20772486771111,9.105,0,1.625,1.625,0.361111111111111,0.561728395061728,0,0,0,0,0,0,0,2,229,227,30.3888888888889,37.1358024691358,12
"LiMnPO4","mp-857356",3.68874755225502,1.80436929420846,5,-2,13.2,5.28,3,25,22,10.7142857142857,5.30612244897959,8,1,87,86,69.1428571428571,24.3673469387755,87,6.941,54.938045,47.997045,22.407201,11.7421157142857,15.9994,54.8,1519,1464.2,358.455714285714,358.79387755102,54.8,1,16,15,12.4285714285714,4.81632653061225,16,2,4,2,2.42857142857143,0.612244897959184,2,66,139,73,91.1428571428571,28.734693877551,66,0.98,3.44,2.46,2.64,0.914285714285714,3.44,1,2,1,1.85714285714286,0.244897959183673,2,0,4,4,2.71428571428571,1.55102040816327,4,0,5,5,0.714285714285714,1.22448979591837,0,0,0,0,0,0,0,1,7,6,5.28571428571429,1.30612244897959,6,0,1,1,0.142857142857143,0.244897959183673,0,0,3,3,1.57142857142857,0.897959183673469,2,0,5,5,0.714285714285714,1.22448979591837,0,0,0,0,0,0,0,1,5,4,2.42857142857143,0.897959183673469,2,9.105,22.5702380952,13.4652380952,12.2958796622,4.16337488688571,9.105,0,1.625,1.625,0.232142857142857,0.397959183673469,0,0,0.000310120689655,0.000310120689655,4.4302955665E-05,7.59479239971429E-05,0,2,229,227,70.8571428571429,86.9387755102041,12
"Rb2LiRhF6","mp-1113707",3.8543711271928,3.48631932554999,3,-1,8.634,2.878,3,45,42,17.6,13.24,9,1,93,92,62.6,36.48,93,6.941,102.9055,95.9645,39.47725192,31.081868848,18.9984032,53.5,2237,2183.5,363.661,392.6736,53.5,1,17,16,11.4,6.72,17,2,5,3,2.9,1.26,2,57,220,163,105.2,57.84,57,0.82,3.98,3.16,2.878,1.3224,3.98,1,2,1,1.6,0.48,2,0,5,5,3,2.4,5,0,8,8,0.8,1.44,0,0,0,0,0,0,0,1,9,8,5.4,2.64,7,0,1,1,0.4,0.48,0,0,1,1,0.6,0.48,1,0,2,2,0.2,0.36,0,0,0,0,0,0,0,1,3,2,1.2,0.36,1,9.7075,90.7225,81.015,26.99233333333,25.492066666668,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0,0,0,0,0,15,229,214,100.2,102.24,15
"LiFe(SeO3)2","mp-558555",3.99259011419847,2.44463118120151,4,-2,11.42,5.71,3,34,31,14.5,10.1,8,1,89,88,75.6,19.04,87,6.941,78.96,72.019,31.67024,23.750856,15.9994,54.8,1811,1756.2,358.149,364.0188,54.8,1,16,15,13.7,3.68,16,2,4,2,2.6,0.84,2,66,132,66,89.6,28.32,66,0.98,3.44,2.46,2.855,0.702,3.44,1,2,1,1.9,0.18,2,0,4,4,3.2,1.28,4,0,10,10,2.6,3.64,0,0,0,0,0,0,0,1,16,15,7.7,3.38,6,0,1,1,0.1,0.18,0,0,2,2,1.6,0.64,2,0,4,4,0.4,0.72,0,0,0,0,0,0,0,1,4,3,2.1,0.38,2,9.105,25.92,16.815,13.37933333333,5.659066666662,9.105,0,0.799,0.799,0.1598,0.25568,0,0,2.1106628,2.1106628,0.21106628,0.379919304,0,12,229,217,55.8,69.28,12
"LiSn2(PO4)3","mp-27094",4.17681222209554,2.71391922733632,5,-2,14.6527777777778,5.86111111111111,3,50,47,13.5555555555556,8.58024691358025,8,1,87,86,80.7777777777778,9.03703703703704,87,6.941,118.71,111.769,29.4041714444444,20.3689365308642,15.9994,54.8,505.08,450.28,170.741666666667,154.588888888889,54.8,1,16,15,14.7777777777778,1.7037037037037,16,2,5,3,2.5,0.722222222222222,2,66,139,73,84.3888888888889,24.5185185185185,66,0.98,3.44,2.46,2.93055555555556,0.679259259259259,3.44,1,2,1,1.94444444444444,0.104938271604938,2,0,4,4,3.38888888888889,0.814814814814815,4,0,10,10,1.11111111111111,1.97530864197531,0,0,0,0,0,0,0,1,14,13,6.44444444444444,1.67901234567901,6,0,1,1,0.055555555555556,0.104938271604938,0,0,4,4,2.27777777777778,0.623456790123457,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.33333333333333,0.592592592592593,2,9.105,33.285,24.18,14.4518915343833,7.12918871251111,9.105,0,1.625,1.625,0.270833333333333,0.451388888888889,0,0,0,0,0,0,0,2,229,227,36.7222222222222,44.537037037037,12
"LiMoP2O7","mp-26293",3.22019044494091,2.37285513696157,5,-2,14.3636363636364,5.74545454545455,3,42,39,11.9090909090909,6.59504132231405,8,1,87,86,75.0909090909091,18.0330578512397,87,6.941,95.96,89.019,25.1676658181818,14.9826411900826,15.9994,54.8,2896,2841.2,397.080909090909,464.641487603306,54.8,1,16,15,13.5454545454545,3.65289256198347,16,2,5,3,2.45454545454545,0.661157024793388,2,66,154,88,87.0909090909091,26.8429752066116,66,0.98,3.44,2.46,2.87272727272727,0.72198347107438,3.44,1,2,1,1.81818181818182,0.297520661157025,2,0,4,4,3.09090909090909,1.15702479338843,4,0,5,5,0.454545454545455,0.826446280991735,0,0,0,0,0,0,0,1,6,5,5.36363636363636,0.925619834710744,6,0,1,1,0.181818181818182,0.297520661157025,0,0,3,3,1.81818181818182,0.661157024793388,2,0,5,5,0.454545454545455,0.826446280991735,0,0,0,0,0,0,0,1,6,5,2.45454545454545,0.84297520661157,2,9.105,22.5702380952,13.4652380952,12.8326190476091,4.74424242422975,9.105,0,1.625,1.625,0.295454545454546,0.483471074380165,0,0,0,0,0,0,0,2,229,227,49.6363636363636,65.2231404958678,12
"Rb2LiAsF6","mp-1113748",3.13711671696968,2.88496311033314,3,-1,8.604,2.868,3,37,34,16.4,11.56,9,1,93,92,65.1,37.26,93,6.941,85.4678,78.5268,36.67886192,27.164122848,18.9984032,53.5,1090,1036.5,248.961,234.5532,53.5,1,17,16,12,6.6,17,2,5,3,2.8,1.12,2,57,220,163,102.9,55.08,57,0.82,3.98,3.16,2.868,1.3344,3.98,1,2,1,1.7,0.42,2,0,5,5,3.3,2.04,5,0,10,10,1,1.8,0,0,0,0,0,0,0,1,15,14,6,3,7,0,1,1,0.3,0.42,0,0,3,3,0.9,0.54,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.2,0.36,1,9.7075,90.7225,81.015,27.84583333333,25.150666666668,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0,0,0,0,0,15,229,214,94.3,95.16,15
"LiBH4","mp-2659898",1.46231000426124,0.423703772305358,1,-3,1.97,5.91,1,5,4,2,1.33333333333333,1,1,92,91,73.5,24.6666666666667,92,1.00794,10.811,9.80306,3.63062666666667,3.49691555555556,1.00794,14.01,2348,2333.99,476.288333333333,623.903888888889,14.01,1,13,12,3,3.33333333333333,1,1,2,1,1.33333333333333,0.444444444444444,1,31,128,97,56,33.3333333333333,31,0.98,2.2,1.22,1.97,0.33,2.2,1,2,1,1.16666666666667,0.277777777777778,1,0,1,1,0.166666666666667,0.277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.33333333333333,0.555555555555555,1,0,1,1,0.833333333333333,0.277777777777778,1,0,5,5,0.833333333333333,1.38888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1.66666666666667,1.11111111111111,1,6.615,16.5933333333,9.9783333333,8.37097222221667,2.74078703702778,6.615,0,7.853,7.853,5.48933333333333,3.15155555555556,7.853,0,0,0,0,0,0,166,229,63,195.166666666667,11.2777777777778,194
"LiVF4","mp-755801",3.88226735456669,2.31154193371632,3,-1,9.265,3.08833333333333,3,23,20,10.3333333333333,4.22222222222222,9,1,93,92,69.8333333333333,30.8888888888889,93,6.941,50.9415,44.0005,22.3126854666667,9.54293817777778,18.9984032,53.5,2183,2129.5,475.115,569.295,53.5,1,17,16,12.3333333333333,6.22222222222222,17,2,4,2,2.33333333333333,0.555555555555556,2,57,153,96,84.8333333333333,37.1111111111111,57,0.98,3.98,3,3.08833333333333,1.18888888888889,3.98,1,2,1,1.83333333333333,0.277777777777778,2,0,5,5,3.33333333333333,2.22222222222222,5,0,3,3,0.5,0.833333333333333,0,0,0,0,0,0,0,1,7,6,5.66666666666667,1.77777777777778,7,0,1,1,0.166666666666667,0.277777777777778,0,0,1,1,0.666666666666667,0.444444444444444,1,0,7,7,1.16666666666667,1.94444444444444,0,0,0,0,0,0,0,1,7,6,2,1.66666666666667,1,9.7075,16.5933333333,6.8858333333,11.40555555555,2.26407407406667,9.7075,0,1.97,1.97,1.31333333333333,0.875555555555555,1.97,0,0,0,0,0,0,15,229,214,86.3333333333333,95.1111111111111,15
"BaLiAlF6","mp-543044",6.08097753387191,0.944913975825464,3,-1,9.12,3.04,3,56,53,14,9.33333333333333,9,1,93,92,71.2222222222222,29.4320987654321,93,6.941,137.327,130.386,31.6933286444444,23.4741491901234,18.9984032,53.5,1000,946.5,300.906666666667,329.875555555556,53.5,1,17,16,13.1111111111111,5.18518518518519,17,2,6,4,2.55555555555556,0.864197530864197,2,57,215,158,89.5555555555556,43.4074074074074,57,0.89,3.98,3.09,3.04,1.25333333333333,3.98,1,2,1,1.88888888888889,0.197530864197531,2,0,5,5,3.44444444444444,2.07407407407407,5,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,5.33333333333333,2.22222222222222,7,0,1,1,0.111111111111111,0.197530864197531,0,0,5,5,1.22222222222222,0.839506172839506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1.33333333333333,0.814814814814815,1,9.7075,63.59,53.8825,17.2120370370333,10.3062139917704,9.7075,0,1.97,1.97,1.31333333333333,0.875555555555555,1.97,0,0,0,0,0,0,15,229,214,85.8888888888889,94.5185185185185,15
"LiNbO3","mp-3731",3.61649153008766,1.65376327939367,5,-2,12.9,5.16,3,41,38,13.6,10.96,8,1,87,86,61.8,30.24,87,6.941,92.90638,85.96538,29.569116,25.3349056,15.9994,54.8,2750,2695.2,673.618,830.5528,54.8,1,16,15,10.8,6.24,16,2,5,3,2.6,0.96,2,66,164,98,98,38.4,66,0.98,3.44,2.46,2.58,1.032,3.44,1,2,1,1.6,0.48,2,0,4,4,2.4,1.92,4,0,4,4,0.8,1.28,0,0,0,0,0,0,0,1,6,5,4.8,1.52,6,0,1,1,0.4,0.48,0,0,2,2,1.2,0.96,2,0,6,6,1.2,1.92,0,0,0,0,0,0,0,1,7,6,2.8,1.68,2,9.105,18.18,9.075,12.41766666666,3.975199999992,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98.8,104.16,12
"LiBr","mp-23259",3.54118214100313,0,1,-1,1.97,1.97,3,35,32,19,16,3,1,95,94,48,47,1,6.941,79.904,72.963,43.4225,36.4815,6.941,265.8,453.69,187.89,359.745,93.945,265.8,1,17,16,9,8,1,2,4,2,3,1,2,120,128,8,124,4,120,0.98,2.96,1.98,1.97,0.99,0.98,1,2,1,1.5,0.5,1,0,5,5,2.5,2.5,0,0,10,10,5,5,0,0,0,0,0,0,0,1,17,16,9,8,1,0,1,1,0.5,0.5,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,16.5933333333,29.48,12.8866666667,23.03666666665,6.44333333335,16.5933333333,0,1.457,1.457,0.7285,0.7285,0,0,0,0,0,0,0,64,229,165,146.5,82.5,64
"LiAl2H6ClO6","mp-643655",3.79255723089555,1.75549017045227,3,-2,7.725,5.15,1,17,16,6.25,4.34375,1,1,94,93,82.1875,12.4453125,87,1.00794,35.453,34.44506,12.400069825,9.226481096875,1.00794,14.01,933.47,919.46,181.568125,221.990703125,14.01,1,17,16,9.125,7.109375,1,1,3,2,1.8125,0.609375,1,31,128,97,65.875,26.15625,31,0.98,3.44,2.46,2.575,0.721875,2.2,1,2,1,1.5625,0.4921875,1,0,5,5,1.9375,1.9296875,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,3.5,2.3125,1,0,1,1,0.4375,0.4921875,0,0,5,5,1.4375,1.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1.875,0.875,1,6.615,24.4975,17.8825,10.5231770833313,3.99476562499687,6.615,0,7.853,7.853,3.1006875,3.564234375,0,0,0,0,0,0,0,12,229,217,123.6875,91.2265625,12
"LiMgH6Ir","mp-866640",2.57900399021146,0.46066573835122,3,-1,5.89666666666667,1.96555555555556,1,77,76,10.8888888888889,14.9382716049383,1,1,92,91,75.6666666666667,21.7777777777778,92,1.00794,192.217,191.20906,25.5011822222222,37.0479595061728,1.00794,14.01,2739,2724.99,466.638888888889,606.382716049383,14.01,1,9,8,2,1.55555555555556,1,1,6,5,1.88888888888889,1.18518518518519,1,31,141,110,66.2222222222222,46.962962962963,31,0.98,2.2,1.22,1.96555555555556,0.364691358024691,2.2,1,2,1,1.22222222222222,0.345679012345679,1,0,0,0,0,0,0,0,7,7,0.777777777777778,1.38271604938272,0,0,14,14,1.55555555555556,2.76543209876543,0,1,23,22,3.55555555555556,4.32098765432099,1,0,1,1,0.777777777777778,0.345679012345679,1,0,0,0,0,0,0,0,3,3,0.333333333333333,0.592592592592593,0,0,0,0,0,0,0,0,3,3,1.11111111111111,0.419753086419753,1,6.615,22.89,16.275,10.3759259259222,5.01456790122963,6.615,0,7.853,7.853,5.23533333333333,3.49022222222222,7.853,0,0,0,0,0,0,194,229,35,201.333333333333,11.4074074074074,194
