Material,Predicted log Conductivity
LiP4WO12,-2.6182681558446284
LiFe2O3,-3.9691313765045875
Cs2LiVS4,-2.8117008854529533
LiCrPO4,-3.652830891515626
LiMgPO4,-3.424422380887216
Na2LiMnPCO7,-4.127440815435907
KLiGdF5,-1.1999898728941283
LiZnInF6,-4.277798189536086
Li(BH)6,-4.087302855650182
LiScSiO4,-2.374623939308473
LiH6NO6,-3.4954698511006193
BaLiZr2F11,-1.2996329673221445
LiMnP4(H2O7)2,-3.0133635337955327
LiAs(XeF4)3,-3.060343058468612
LiSn3Sb(PO4)6,-2.995771650241875
LiSn2(PO4)3,-3.4054138263059874
Cs2LiErCl6,-3.128540185721918
LiFe(PO3)4,-2.905322928586248
SrLiTa2O6F,-3.260495116496117
LiZnRhF6,-4.108106224417812
LiB13C2,-4.1372712039429524
LiDyS2,-3.1444816566075113
Na2LiMnPCO7,-4.127440815435907
K2LiAlF6,-4.006366660724854
LiGd(WO4)2,-4.065031259951884
LiBH4,-3.2347967288512303
LiVF6,-2.7993219566095893
LiV(SO4)2,-2.71126374949392
LiAlPHO5,-3.761462278871965
RbLiSe,-2.145620566301541
LiZn(BH4)3,-3.6498464704684146
LiNi4(PO4)3,-3.6815221533658056
K2LiFeO3,-2.668489274084726
Cs2LiNbS4,-3.1717252145872457
LiCeF5,-1.7583775835558897
Na5Li(PO4)2,-2.7495445673765286
Na5LiFe2P2(CO7)2,-4.306551746375832
Rb2LiGdCl6,-2.5836179424209313
RbLiF2,-2.712050869557744
Sr2LiCBr3N2,-3.5180875333849313
LiIn(MoO4)2,-4.609773236987646
LiCr(SiO3)2,-4.504865912748693
LiNdSe2,-2.9997382795306553
LiNd2HO3,-2.607066184478872
LiFe(SO4)2,-3.2125456646496717
LiTaGeO5,-3.2987043194607195
LiAlGeO4,-4.171040103872736
LiHo6B3O14,-5.248867827228972
LiFeBO3,-4.996693479209637
LiTmO2,-3.199325175737065
LiInGeO4,-4.08954107725859
LiNb(OF)2,-2.6781435269881153
Rb2LiPr2(WO4)4,-4.613226612471674
LiMgCr3(SO4)6,-3.2844469507497025
Cs2LiScCl6,-2.5105116057897536
LiAl(PS3)2,-3.1548731286466998
CsBaLiP2O7,-3.8430630065666413
LiCdFeF6,-4.199920931422641
Na5LiMn2P2(CO7)2,-4.132821968344615
LiHoSe2,-3.2816480452064725
Cs2LiDyCl6,-3.0273944982952017
Ba9LiSi10C(ClO4)7,-4.449880146901957
LiVP2(HO4)2,-2.8758146312594906
Na5LiFe2P2(CO7)2,-4.306551746375832
LiPH2O3,-2.5547575610805966
LiBO2,-4.987121769666963
LiMnVO4,-2.5798644224600746
LiMgAl3(SO4)6,-2.539174540191103
LiTbO2,-2.8583109363834702
LiMo4P7O24,-4.0471919906857385
LiFe(GeO3)2,-4.265511863473006
LiLa2HO3,-1.0152161140053788
LiMg30GaO32,-3.3051836537560684
LiIO3,-2.6196001831344398
LiAlPO4F,-3.8523369464105555
LiGa5O8,-4.774558989460419
LiSc(SiO3)2,-2.6444272795399595
LiP4WO12,-2.6182681558446284
LiTi2(PO4)3,-2.2779132221239236
Rb2LiVO4,-2.2728969056178308
CsLi(B3O5)2,-5.865834691423997
LiCrPO4F,-3.7219585631842347
LiDyO2,-2.8591949118374966
LiNdTi2O6,-1.3772719903373265
LiGdO2,-1.8540064334905413
LiIn(WO4)2,-2.946417727575476
Cs2LiTmCl6,-3.141158985244664
LiMoP2O7,-3.625604097006902
LiY(BH4)4,-3.0839910363253384
LiNi2P4H3O14,-3.3409284793511977
LiB3O5,-5.302548152358307
LiCaPrTeO6,-3.3390867135329696
LiSbP2O7,-3.1814092973081536
LiMn6P7O24,-3.800942241907769
KLi(BH4)2,-3.494188199303263
Cs2LiPrI6,-2.702903854542202
K7LiSi8,-3.556454994106183
Cs2LiLaBr6,-3.3657433034014708
LiTm6B3O14,-4.801084305177904
NaLiMo(H2O3)2,-2.6515136717049916
LiMo2P3O11,-4.143086811893673
Rb2LiNbS4,-2.5514996370746377
LiMnPO4,-3.697979490591744
LiCdBO3,-4.491057827232213
Na2LiAlH6,-2.981523617436136
LiMgH3,-2.3466133793873403
SrLiGaN2,-4.025335446523606
LiSi2N3,-3.919120908993855
LiMnF4,-3.9707975134484927
LiCoPO4,-3.8020303432844953
LiTiPO5,-1.5461795279722648
LiFe2F7,-3.980036370223501
K2Li(H2N)3,-2.7165466676175933
Ba3LiTi5Nb3O21,-2.0697129295680186
Na3LiWO5,-2.754218625948602
LiFePO4,-3.902845651222185
LiVNiO4,-2.5818256223341387
LiWF6,-3.830677480593325
LiLa(WO4)2,-4.0681844264213165
LiCoPO4,-3.8020303432844953
Cs3LiF4,-3.0647465747133285
LiFeF4,-3.8302571637310336
LiY9(Si3O13)2,-2.6323308439039357
LiMgAl3(SeO4)6,-3.7649228186969834
LiNi(PO3)3,-3.5091421601076194
LiCa2Nb3O10,-3.2696475532452776
LiVF5,-1.4781569209719825
LiDyO2,-2.8591949118374966
SrLiGaF6,-4.276936205354029
LiTi3Nb(PO4)6,-2.493008184201208
LiFeSnO4,-3.972086652069615
LiGaI4,-3.3291456901924508
LiNbSn3(PO4)6,-2.8697087735515185
CsLi(H2N)2,-3.44047124834644
LiVFeO4,-2.2921147413275396
LiVFe(P2O7)2,-2.3407291107056256
SrLiLa3MnO8,-1.8344596294525133
LiNd(PN2)4,-3.5869013884927368
Cs2LiYBr6,-3.222646199682635
Na2LiBe2F7,-2.211299113001813
LiCo2P3O10,-3.2481877612068084
RbLiMnP3HO10,-3.199822110299027
LiUAsO6,-2.770182774098806
LiMg4H13Os2,-3.3165568777985928
LiNi(PO3)3,-3.5091421601076194
LiP(HO)2,-2.4468470257662727
LiGaBr3,-4.127874064926752
LiBr,-1.9091360381578937
K2LiDyCl6,-2.2295825938374736
LiMg14FeO16,-3.0047565370242664
LiFe(SO4)2,-3.2125456646496717
LiSbF4,-3.5933722503460133
LiTaF6,-3.3411850116718926
LiNbO3,-2.4576314508454113
Na2Li(H2N)3,-2.9362509259185794
LiMg4V3O12,-1.8580297578477518
LiFe(SO4)2,-3.2125456646496717
NaLiCO3,-4.429727368401625
KLi(PO3)2,-3.046820806756306
LiMg2H7Os,-3.609579213083472
LiEr(WO4)2,-3.6553817616582767
LiHSO4,-3.0692232047586376
LiTiPO5,-1.5461795279722648
Cs2LiV3F12,-2.241010035818915
LiCr(WO4)2,-3.239273938508866
Na2LiFePCO7,-4.274347308279453
LiSi2BO6,-4.435127668008954
LiMnPO4,-3.697979490591744
LiPaO3,-1.4382557044245814
LiGd(PO3)4,-2.690924860362732
LiTi2(PO4)3,-2.2779132221239236
LiV4P7O24,-2.3936687674560084
LiGa(SeO3)2,-3.789621167260363
LiFeP2O7,-3.692900264122724
KLiCrO4,-2.64459403173911
LiCrP2O7,-3.9331363735254006
LiInF4,-4.273095363567579
LiAuF4,-3.901134781695655
LiMg30CoO32,-2.9475643607576347
LiMg14AlO16,-3.4204179778467543
LiCo(PO3)3,-3.195947432656596
LiSb(PO3)4,-2.799503498353191
NaLiTi3O7,-1.5157070002983504
LiHS,-1.7860796718860243
LiSm(MoO4)2,-4.205339474423271
LiIn(MoO4)2,-4.609773236987646
LiP2WO7,-3.5354851289669886
LiP5WO15,-2.5513991381527474
LiVOF2,-1.6337677098983423
LiGa(PO3)4,-3.551724956359717
LiFePO4F,-3.782013977594553
Sr2LiReO6,-3.1355785158953897
LiV(PO3)4,-2.449321578811674
LiH6IO7,-2.7779942541861775
LiTcH6O7,-2.438382576045476
K3LiSiO4,-4.009699890729763
LiZnSO4F,-3.4877783298917073
LiGaTe2,-4.373563323114578
LiCuS,-3.2983262222452914
K2LiGaF6,-4.167872193523877
LiNdO2,-2.687742834135657
Cs2LiBiBr6,-2.890790035663511
Sr2LiB10H3O19,-5.8160851379345075
LiSm(WO4)2,-4.090181553647216
LiMnF4,-3.9707975134484927
LiErSe2,-3.234143616134188
Rb2LiMoCl6,-2.448653413201712
LiNbZnO4,-4.011686719853742
Na9LiFe10(SiO3)20,-4.605399924569414
LiGaH4,-3.819054317280024
LiFe(PO3)4,-2.905322928586248
SrLiVF6,-2.627902591384425
LiNi(PO3)3,-3.5091421601076194
LiBeH3,-2.0900799558535335
LiVF4,-1.6057874964109322
Na2LiAlP2H2O9,-3.8014340805742215
LiTmSiO4,-4.3030114512171735
LiNbF6,-3.55552795988387
LiMg30AlO32,-3.188692310112515
LiNb3O8,-2.9646424118968935
LiMgAsO4,-3.5018713997805953
LiBi3(BrO2)2,-3.047984021503224
Sr2LiReO6,-3.1355785158953897
LiV(SiO3)2,-4.021756876376086
NaLiTe,-1.927112350077522
K4LiH3(SO4)4,-2.900953488577001
BaLi(B3O5)3,-5.113447513178424
KNa2LiTi2MnFe(SiO3)8,-3.2451311327974426
LiEr(PO3)4,-3.183291650813432
LiZnCr3(SO4)6,-3.455481791037652
LiHO,-1.4214560247058707
LiB13C2,-4.1372712039429524
LiBiP2O7,-2.7398810927049406
LiTiCrO4,-2.474018529372239
LiFeSiO4,-4.523818002580662
LiBiO2,-3.032837483321499
LiH3CN2O,-2.923264738152278
LiCrPO4,-3.652830891515626
LiTaGeO5,-3.2987043194607195
LiNbZnO4,-4.011686719853742
LiLa(PO3)4,-1.9742614524603042
LiMnF3,-3.5514444029773338
Na5LiFe2P2(CO7)2,-4.306551746375832
LiTi2(PO4)3,-2.2779132221239236
LiCl,-1.665657862293061
SrLiY2(BO3)3,-3.6677299070976237
Na2LiY(Si2O5)3,-3.3872215978384195
LiCdBO3,-4.491057827232213
LiMgSO4F,-3.3298865149030075
LiFeF4,-3.8302571637310336
LiV(PO3)4,-2.449321578811674
LiVP2O7,-2.879443423826046
LiFePO4,-3.902845651222185
LiHo(PO3)4,-3.3576270416400114
LiRe(OF2)2,-4.149946885663952
LiMgAlH6,-2.7978164395130767
Na2LiV5H18O23,-2.1064311115483445
LiN3,-2.41067752845454
KLiDyF5,-2.691551899836756
LiH2N,-2.7781706175932626
LiFeSiO4,-4.523818002580662
Na5LiNi2P2(CO7)2,-4.380459298364789
LiCrPO4,-3.652830891515626
LiMnF4,-3.9707975134484927
LiMnVO4,-2.5798644224600746
LiFePO4,-3.902845651222185
Na2LiAlF6,-3.3802166772866786
LiMo6Cl13,-3.056036381168436
LiAlAs2O7,-4.1837940114387155
LiV(OF)2,-1.7511151607782796
LiFeP2HO7,-3.9381842493974615
LiMn(PO3)3,-3.9798173224456264
LiNb(TeO4)3,-3.236870783632176
LiV(SiO3)2,-4.021756876376086
LiCa3Si2N5,-3.7127474778651464
LiCuS,-3.2983262222452914
LiCoPO4,-3.8020303432844953
K3LiMn4(MoO4)6,-2.487147399788136
LiY6B3O14,-3.230834070271505
LiYF4,-1.476032657501929
LiY(PO3)4,-2.0428168847674177
LiAuS,-2.699413210189527
LiNbGeO5,-4.89362445206935
Sr2LiBeB3O8,-5.073733560615063
NaLiSi2H4O7,-3.3633503024308373
K2LiAlF6,-4.006366660724854
LiFeSiO4,-4.523818002580662
LiMn3H6(SeO3)8,-4.0441131446097245
Cs2LiInBr6,-3.5584280589337958
LiCr(SO4)2,-3.356496147131795
LiNdTiO4,-1.219022869112762
LiV(SiO3)2,-4.021756876376086
LiVF6,-2.7993219566095893
Rb4LiH3(SO4)4,-3.5017086812371447
CsLiBr2,-3.2144264717061812
LiV2F7,-1.7100253640855565
KLiTmF5,-3.016576228165022
LiVPHO5,-2.1779082551265265
LiSb(SO4)2,-3.111494080039331
LiCd4Ge5HO15,-3.9180359982134085
LiNiRhF6,-4.611554423730496
LiVF5,-1.4781569209719825
LiFePO4,-3.902845651222185
LiLaSO,-1.3715026113752242
LiCrCO4,-5.217446120709429
NaLiLu2F8,-2.253406842082706
LiS4,-3.384889527157453
LiB(H8O5)2,-2.155944251399836
LiLu(WO4)2,-3.578772415564327
LiMnPH2O5,-2.905056972383389
LiSm(WO4)2,-4.090181553647216
Na3LiBe2F8,-2.2650426823155687
Ba4LiW2N7,-3.8326085362546785
Ba2LiReO6,-3.264426918587537
KLiTbF5,-2.697605524782651
Na2LiMnPCO7,-4.127440815435907
LiPO3,-3.547882765217463
LiTl2InCl6,-4.146723274411803
Cs2LiGaF6,-4.0145138444557205
LiP4WO12,-2.6182681558446284
Na3LiY3P3CO15F2,-2.737552258892874
LiMnBO3,-5.078608787376993
LiAlSe2,-4.2637735950449125
LiFeP2O7,-3.692900264122724
LiNiSO4F,-3.5895673959300813
NaLiCO3,-4.429727368401625
LiB3H8,-3.310609478877223
LiAsH6(OF2)3,-2.346356047339013
Na5LiCo2P2(CO7)2,-4.36339409416985
K3LiTi7O16,-1.148781711928047
LiZr3H18N4F19,-1.6472666375036678
LiMnPO4,-3.697979490591744
Cs2LiAsO4,-3.8984627629453743
LiMgCr3(SO4)6,-3.2844469507497025
LiScAs2O7,-3.927349034349467
LiMg30AlO32,-3.188692310112515
LiV(PO3)3,-2.7083113993942485
Cs2LiNd(BO3)2,-3.453342615507591
LiMo3P3O16,-4.387906836505091
LiTi3Sb(PO4)6,-2.2741829360323895
LiV(WO4)2,-3.366019146695061
LiV(SO4)2,-2.71126374949392
RbLiZnS2,-2.100234716967723
Li(BH)6,-4.087302855650182
LiVOF4,-1.6131847426257861
LiGeRhO4,-4.601509619433452
LiMnF4,-3.9707975134484927
LiBeH3,-2.0900799558535335
LiP4WO13,-2.6182681558446284
LiFeF4,-3.8302571637310336
LiLa2MoO6,-2.3171749460281275
LiVO3,-1.8308536690009194
LiBi3(BrO2)2,-3.047984021503224
KLiSi2O5,-3.74658001630385
Rb2LiMoF6,-2.8935363177119187
LiTi2(PO4)3,-2.2779132221239236
LiAl(MoO4)2,-4.981092307855402
LiHo3Ge2(O4F)2,-3.732084815021026
LiSiBiO4,-3.2413222087438904
LiAlH4,-3.446255206633572
Rb6LiPr11Se12(Cl4O9)4,-3.6564288767616095
LiAl(CN2)2,-4.488150587805945
Cs2LiCrF6,-3.269854145555778
LiY(WO4)2,-3.9719535675167124
LiZr2(PO4)3,-2.1619901658612526
KLiZn3O4,-3.7406128154936797
LiVOF3,-1.5560684314989326
LiVF5,-1.4781569209719825
KLiMn2(SiO3)4,-3.99862519377009
K2LiAlF6,-4.006366660724854
LiMnP2O7,-3.9847292158823437
LiMn4(PO4)3,-3.7854094165359955
LiSc(WO4)2,-3.7292619277392642
LiW3O9F,-3.3029650428809805
LiNiAsO4,-3.8911785352418016
LiSn2(PO4)3,-3.4054138263059874
Na5LiMn2P2(CO7)2,-4.132821968344615
LiH2CN5,-3.0971203471690556
NaLiCO3,-4.429727368401625
LiFe(GeO3)2,-4.265511863473006
Rb2LiLuCl6,-2.3992938701488997
Cs2LiTbCl6,-2.862876920650139
LiNi(PO3)3,-3.5091421601076194
LiMg30CrO32,-2.9388841380453017
KLiSO4,-2.508936096439569
LiVCdF6,-3.6053783562962396
LiV3O8,-2.2881179334371318
SrLiPrTeO6,-3.2283326703644852
K2LiSbBr6,-2.31056726613577
LiHS,-1.7860796718860243
KLiEr2(MoO4)4,-4.640034363746931
LiInO2,-4.318577206557362
NaLiZr(Si2O5)3,-3.4406338888927688
Cs2LiYI6,-3.243370333106421
LiCr3O8,-3.3037614266182147
Rb2LiGaF6,-3.9275254857765987
LiP4WO13,-2.6182681558446284
LiBi3(ClO2)2,-2.693837332434041
LiCr3Ni(SO4)6,-3.1446990418659073
LiMgCr3Se2(SO6)4,-3.291692748646066
LiVO2,-1.6466331354950765
CsLi(B3O5)2,-5.865834691423997
Na3LiFe4(SiO3)8,-4.582282164677029
LiVP4(H2O7)2,-2.7114317736729205
LiBH4,-3.2347967288512303
LiV(PO3)3,-2.7083113993942485
Ba4LiNb3O12,-3.410768516021509
K2LiIn(MoO4)3,-3.978738794316307
Na5LiFe2P2(CO7)2,-4.306551746375832
LiLa2SbO6,-2.1393520406654845
LiTi2V3O12,-2.8314221224705025
LiCrP2O7,-3.9331363735254006
LiGe2(PO4)3,-3.3776354152301122
LiMn(PO3)4,-3.1059735824407606
RbLiMoO4,-2.675644847426009
LiVP2O7,-2.879443423826046
LiGdS2,-2.4680065769840147
LiC,-4.166591216367676
K2LiBiCl6,-2.3071787203297864
KBaLiZnF6,-3.005558881163213
LiTb6B3O14,-5.257812963115296
Na2LiFePCO7,-4.274347308279453
LiGaCl4,-4.490507345930599
LiCr(GeO3)2,-4.522521045485494
LiMnO2,-2.3781244969272057
LiVF4,-1.6057874964109322
Sr4Li(BN2)3,-4.621267663937791
LiHF2,-1.5308741441695177
KLiZnP2O7,-3.407774276270386
LiHO,-1.4214560247058707
K3LiSi4,-3.335323625550085
LiAlH4,-3.446255206633572
LiNbO3,-2.4576314508454113
LiRhO2,-3.7839626793116308
LiMnVF6,-2.4984484088470955
Cs2LiInF6,-3.945524242303928
LiVFeO4,-2.2921147413275396
KLiDy2(MoO4)4,-4.620732500448648
LiSm(PO3)4,-3.0413523419190303
Ba3LiTi5Nb3O21,-2.0697129295680186
LiPH4CO3,-2.9917718314121853
LiTl3(MoO4)2,-4.081463948837475
NaLi(AsS2)2,-2.2815083972579497
BaLi(B3O5)3,-5.113447513178424
LiAlSiO4,-3.9993398502504593
LiMo2P3O13,-3.9715945665166545
Na2LiMnPCO7,-4.127440815435907
Cs2LiAlF6,-3.682547246581392
CsLiF2,-2.966699816471044
LiSn2(PO4)3,-3.4054138263059874
Ba2LiReN4,-4.045833749653786
LiMg30WO32,-2.3070532791481675
LiBiP2O7,-2.7398810927049406
LiH4SNO4,-3.456441882594902
LiFe(SiO3)2,-4.538858765662042
LiSb(PO3)4,-2.799503498353191
Cs2LiAl3F12,-4.341355449022599
Na5LiNi2P2(CO7)2,-4.380459298364789
Na4LiNb5O15,-2.7667783139867184
LiVZnO4,-2.5889950154425483
LiMo2AsO9,-4.640427987257583
LiBi3(IO2)2,-2.8908813775618536
Na5Li(Mo3O10)3,-4.281776750520091
Cs2LiIr(CN)6,-4.394855141051789
LiFePO4,-3.902845651222185
LiCrP2O7,-3.9331363735254006
LiV(GeO3)2,-4.061393917547218
LiNbWO6,-3.7180550009224866
LiFe3(OF3)2,-4.3329528839865805
LiCrPO4,-3.652830891515626
Na5LiFe2P2(CO7)2,-4.306551746375832
LiFeSnO4,-3.972086652069615
Rb2LiDyCl6,-2.5757586769104375
LiCoAsO4,-4.007570509778762
KLiMoO4,-2.454657705689864
LiFe(SO4)2,-3.2125456646496717
LiB12PC,-3.9779093649514623
LiCr2P5O16,-3.441806399817856
LiSn(PO3)3,-3.7099965187138015
LiNbO3,-2.4576314508454113
SrLiAl3N4,-4.345736126380615
K2LiNb6(PO8)3,-2.282312173699908
LiMnPO4,-3.697979490591744
LiSiBiO4,-3.2413222087438904
LiVPO4,-1.140695138263011
RbLiBr2,-2.620089496877038
LiF,-1.935384708627578
KLiYF5,-1.0116733027443516
LiUNbO6,-2.307613754627492
NaLiEr2F8,-3.3629186526953863
LiVP2O7,-2.879443423826046
LiSnCl3,-3.616890944768276
LiFeP2O7,-3.692900264122724
LiFe(SiO3)2,-4.538858765662042
LiP3(WO6)2,-3.774823748704851
LiMnP2HO7,-3.8145346174255823
LiCrPO4,-3.652830891515626
LiNbFeO4,-3.2209801513135288
LiH3O2,-2.878720680294108
LiFe(Si2O5)2,-4.104960468465622
Na3LiV4O12,-2.1489643944807733
LiGaBr4,-3.386830954942324
LiVPO4,-1.140695138263011
LiH2IO,-2.42800210600372
LiMn2F9,-3.670648087429095
LiMn(PO3)3,-3.9798173224456264
LiMnF3,-3.5514444029773338
LiNiPO4,-3.7783580857150367
K3LiP2O7,-2.5198438197102595
Cs2LiNF6,-3.298863042401015
K2LiNb6(PO8)3,-2.282312173699908
Cs2LiCl3,-2.9217374383587327
LiCa3Zr3TaO12,-2.3809162403364947
LiB3P(HO3)3,-4.28389087158895
LiFe(SiO3)2,-4.538858765662042
LiV(OF)2,-1.7511151607782796
LiGa5O8,-4.774558989460419
LiAl(Si2O5)2,-4.027801131801793
LiZr2(PO4)3,-2.1619901658612526
CsLiWO4,-2.9007017193448466
LiGa(WO4)2,-3.1016275581404082
NaLiNiPO4F,-3.4224073853245205
LiFeMoClO4,-3.6696122512933336
LiPr(WO4)2,-4.137807990819662
KLiGd2(MoO4)4,-2.6026484741413394
RbLiMn(BH4)4,-3.6656946071830796
LiB6O9F,-4.929830926639831
LiVFeP2(HO5)2,-2.78753387737203
LiFePO4,-3.902845651222185
LiTiSn(PO4)3,-2.9071265839692497
LiTiMnO4,-2.6832380780132294
LiVF5,-1.4781569209719825
RbLiNd2(MoO4)4,-4.178570161164403
LiLa(CO3)2,-3.8945393463790263
Na2LiB5(PO7)2,-4.4284295474043365
LiFe3SiPO8,-4.55770926475453
LiMg14GaO16,-3.420265455791742
LiAsO3,-3.676204911540263
LiAlSiO4,-3.9993398502504593
LiAl(Si2O5)2,-4.027801131801793
LiMg30FeO32,-2.8768177838325633
LiMnSO4F,-3.663625101756644
LiMnBO3,-5.078608787376993
LiFeSiO4,-4.523818002580662
LiYSe2,-2.956622164251294
SrLiPO4,-2.7064480171459815
Cs2LiSbCl6,-3.00317339264621
LiLa5Ti8O24,-1.8015914725266398
LiH3IN,-2.511697847120462
LiYGeO4,-2.5630247585021495
LiTlPHO3,-3.502825870818768
LiBi3(PO5)2,-2.8936075873479408
LiIO3,-2.6196001831344398
NaLiCO3,-4.429727368401625
K2LiTlF6,-3.9128821945783017
LiNiBO3,-5.025537726390579
SrLiBS3,-4.5507514724547224
LiVF3,-1.810592606142511
LiReO4,-4.04238004509388
Cs2LiNdBr6,-3.4295866432422333
Sr2LiSc(B2O5)2,-4.399328786228272
LiFe2P3O10,-3.2446533622819267
Na5LiFe2P2(CO7)2,-4.306551746375832
LiVPO5,-2.9680959943009575
LiSn(PO3)3,-3.7099965187138015
LiSb(PO3)4,-2.799503498353191
KLiZnO2,-2.7707708313520314
LiNbTe2WO12,-3.6226103541027914
LiMgN,-2.332974139248363
LiFeAs2O7,-4.132669738430495
LiMnBO3,-5.078608787376993
LiAlSiO4,-3.9993398502504593
LiMnF4,-3.9707975134484927
CsLiCl2,-2.8238791715005163
LiLa4AuO8,-2.522328491566863
LiZr5TlF22,-2.848762490545026
LiPH21S3N7,-3.6245074295578306
LiV3P3(HO6)2,-1.2991914767776873
LiCr6P7O24,-3.91992527903796
CsLiCrO4,-2.943027722133005
LiB(HO)4,-2.8546855569474214
RbLiSO4,-2.779593068374395
LiVF5,-1.4781569209719825
LiCr(PO3)3,-3.9276490293885127
LiMnVF6,-2.4984484088470955
KLiErF5,-2.972772351219712
Cs2LiMnO4,-3.607077744412745
LiDySe2,-3.103695922985593
LiZnPS4,-3.0066075063761506
LiMn(PO3)3,-3.9798173224456264
LiSc(BH4)4,-2.843675978576072
LiSn2(PO4)3,-3.4054138263059874
LiYMg30O32,-1.986615120884903
LiVF6,-2.7993219566095893
LiH3O2,-2.878720680294108
LiNO3,-3.499350590147938
LiTa3O8,-3.375212923987566
LiVF4,-1.6057874964109322
LiPr6B3O14,-4.4877687990656305
BaLiCrF6,-3.38916156171989
KLiZnS2,-1.795879415273299
LiUAs(H4O5)2,-3.208871338922902
LiFe2P5O16,-2.799656886761212
Na2LiMnPCO7,-4.127440815435907
BaLiF3,-2.420332440680836
LiTb(PO3)4,-3.3351128228001565
LiSmS2,-2.644512541084099
LiAlO2,-3.943417622019909
LiInS2,-5.102896469525717
LiSb(PO3)4,-2.799503498353191
Na5LiMn2P2(CO7)2,-4.132821968344615
LiMn2F9,-3.670648087429095
LiNdO2,-2.687742834135657
LiScH2Se2O7,-3.9797422761962
Na2LiMnPCO7,-4.127440815435907
LiBeH4NF4,-0.8093097973449264
LiTi2(PO4)3,-2.2779132221239236
LiAlSiH2O5,-3.82065459779528
LiZnBO3,-4.434957991156159
LiVFeP2(HO5)2,-2.78753387737203
K2LiVO4,-2.436523154667579
LiVF6,-2.7993219566095893
SrLi(B3O5)3,-5.246672638478463
Cs2LiNdI6,-2.574693435272116
RbLiSO4,-2.779593068374395
LiTa3O8,-3.375212923987566
Rb2LiTmCl6,-2.4464707552202527
LiFeF3,-3.8079218048836485
LiBi3(IO2)2,-2.8908813775618536
LiFe(SiO3)2,-4.538858765662042
LiSc(SiO3)2,-2.6444272795399595
LiMgVO4,-1.5723296352025908
NaLiZnP2O7,-3.6504267911396235
LiFe(PO3)3,-3.213093093984238
LiGaO2,-4.757041226769056
LiFeF4,-3.8302571637310336
BaLiH3,-2.695463692856455
RbLiCrO4,-2.8088715584313175
Na5LiCo2P2(CO7)2,-4.36339409416985
LiGdO2,-1.8540064334905413
Cs2LiScCl6,-2.5105116057897536
LiCoPO4,-3.8020303432844953
LiNbFeO4,-3.2209801513135288
LiNiPO4,-3.7783580857150367
K2LiScCl6,-1.6486286976009337
LiCrPO4,-3.652830891515626
LiCoSO4F,-3.573989812095973
Sr2LiTaN3F,-3.6308408706408293
LiInSe2,-4.067860753749834
LiCrO2,-2.630575881422194
SrLiTi4CrO11,-2.1585224949333295
LiMgAlF6,-4.139715710973789
LiCo(PO3)3,-3.195947432656596
LiLa5Si4N10O,-3.022731807594506
LiAlTe2,-4.871861147704912
LiZr2(PO4)3,-2.1619901658612526
LiCr(GeO3)2,-4.522521045485494
LiH,-2.2082711246141846
RbLiCl2,-2.3585827002391007
LiSn(H2N)3,-4.127333981674065
LiFeBO3,-4.996693479209637
LiYMg30O32,-1.986615120884903
LiMoP2WO11,-3.564282562241944
LiMn3P3(HO6)2,-3.742879702448642
LiCrO2,-2.630575881422194
K2LiAlP2,-3.457778282900099
LiNb13O33,-2.781059907356191
LiVCrP2(HO5)2,-2.806398862906376
LiYSe2,-2.956622164251294
LiVPO4F,-2.9039016099658124
LiVNiO4,-2.5818256223341387
Rb2LiAlF6,-3.7104406896624926
LiGa(H2N)4,-3.9992105510473532
LiCr(PO3)4,-3.5721038799194105
LiSmS2,-2.644512541084099
CsLiSO4,-3.111486332672579
LiVF4,-1.6057874964109322
LiSm4(Mo2O7)2,-4.942613863846004
LiSb2F7,-3.4059469136144465
LiMnHSO5,-3.673643801249734
LiMoP2O7,-3.625604097006902
LiMg14GaO16,-3.420265455791742
LiCo2(PO3)5,-2.9434949617157744
LiCoPO4,-3.8020303432844953
LiP3(WO6)2,-3.774823748704851
LiLaNdSbO6,-2.326299663259878
NaLiB4O7,-5.600538580939405
LiMgBN2,-4.440520601302342
LiTa3O8,-3.375212923987566
LiAlSiH2O5,-3.82065459779528
LiCl,-1.665657862293061
LiY(TlCl3)2,-4.219579273129288
Rb2LiSbCl6,-2.7106593054078894
LiNiPO4,-3.7783580857150367
Li2FeF4,-3.2203925865326006
Li2SiF6,-3.5690041061509006
Li2CoSiO4,-3.6838984103924317
K3Ba3Li2Al4B6O20F,-4.211374954946611
Li2ZnSiO4,-3.5936969930304556
Li2Cr2FeSbO8,-4.4411344266165
Li2NbCr3O8,-3.7475705360690426
Li2Mn3(SeO3)4,-3.91582000702114
CsLi2Br3,-2.6495840493041256
Li2VOF4,-2.4809778464456693
Li2Fe(SO4)2,-4.002681683689385
K3Li2Nb5O15,-2.182391913355675
Li2Mn3(P2O7)2,-3.756416317595541
Li2PtO2,-3.1011049331683154
Li2Ti6Zn3O16,-2.254396074825595
Li2Ge2O5,-4.103759036474247
Sr4Li2B12O23,-5.580706959995194
Li2H2SeO5,-3.077197233649597
Li2FeP4(H4O5)4,-2.719890920167346
Li2VP4(H2O3)6,-2.284846843583024
Li2VPO4F,-2.3378899548851604
Li2Fe3SbO8,-3.934285773708486
Li2VFeP2(HO5)2,-2.5586972032972226
Li2MnFe(BO3)2,-5.02876033502106
Li2P2WO8,-3.0829615325693327
Li2VCrO4,-2.3796422839324776
Li2SnTeO6,-4.296318345994526
Li2Cr3SbO8,-3.3397660687358552
