"formula","Ea_1D","Ea_2D","Ea_3D","MagpieData range Number","MagpieData mean Number","MagpieData avg_dev Number","MagpieData range MendeleevNumber","MagpieData mean MendeleevNumber","MagpieData avg_dev MendeleevNumber","MagpieData range AtomicWeight","MagpieData mean AtomicWeight","MagpieData avg_dev AtomicWeight","MagpieData range MeltingT","MagpieData mean MeltingT","MagpieData avg_dev MeltingT","MagpieData range Column","MagpieData mean Column","MagpieData avg_dev Column","MagpieData range Row","MagpieData mean Row","MagpieData avg_dev Row","MagpieData range CovalentRadius","MagpieData mean CovalentRadius","MagpieData avg_dev CovalentRadius","MagpieData range Electronegativity","MagpieData mean Electronegativity","MagpieData avg_dev Electronegativity","MagpieData range NsValence","MagpieData mean NsValence","MagpieData avg_dev NsValence","MagpieData range NpValence","MagpieData mean NpValence","MagpieData avg_dev NpValence","MagpieData range NdValence","MagpieData mean NdValence","MagpieData avg_dev NdValence","MagpieData range NfValence","MagpieData mean NfValence","MagpieData avg_dev NfValence","MagpieData range NValence","MagpieData mean NValence","MagpieData avg_dev NValence","MagpieData range NsUnfilled","MagpieData mean NsUnfilled","MagpieData avg_dev NsUnfilled","MagpieData range NpUnfilled","MagpieData mean NpUnfilled","MagpieData avg_dev NpUnfilled","MagpieData range NdUnfilled","MagpieData mean NdUnfilled","MagpieData avg_dev NdUnfilled","MagpieData range NfUnfilled","MagpieData mean NfUnfilled","MagpieData avg_dev NfUnfilled","MagpieData range NUnfilled","MagpieData mean NUnfilled","MagpieData avg_dev NUnfilled","MagpieData range GSvolume_pa","MagpieData mean GSvolume_pa","MagpieData avg_dev GSvolume_pa","MagpieData range GSbandgap","MagpieData mean GSbandgap","MagpieData avg_dev GSbandgap","MagpieData range GSmagmom","MagpieData mean GSmagmom","MagpieData avg_dev GSmagmom","MagpieData range SpaceGroupNumber","MagpieData mean SpaceGroupNumber","MagpieData avg_dev SpaceGroupNumber","two_theta1","two_theta2","two_theta3","two_theta4","two_theta5","two_theta6","two_theta7","two_theta8","two_theta9","two_theta10","two_theta11","two_theta12","two_theta13","two_theta14","two_theta15","two_theta16","two_theta17","two_theta18","two_theta19","two_theta20"
"K2Li3(FeO4)1",0.9375,1.328125,1.328125,23,10.5,6.5,86,41.2,39.4,48.904,21.88622,13.676588,1756.2,406.433,309.2676,15,7.7,6.7,2,2.6,0.84,137,118.6,42.08,2.62,2.017,1.1384,1,1.5,0.5,4,1.6,1.92,6,0.6,1.08,0,0,0,7,3.7,2.7,1,0.5,0.5,2,0.8,0.96,4,0.4,0.72,0,0,0,3,1.7,0.7,64.0016666667,24.31433333333,19.516933333348,0,0,0,2.1106628,0.21106628,0.379919304,217,142.2,104.16,17.0339193359532,19.9614475188499,21.6640353902525,23.7118953389848,26.2269763766458,26.3558587926401,31.3661347578295,33.7084247246799,34.0157860370688,34.0538728022592,34.2541793782836,34.4595343353759,34.7087175397536,35.5614684476534,39.6518413361679,40.5631084787178,44.6251624887388,44.8684387551609,51.2747386468048,58.0931726906653
"LiTlO2",1.66015625,1.66015625,1.66015625,78,25,28,86,62.75,30.875,197.4423,60.830775,71.7762625,522.2,285.0725,230.2725,15,11.5,5.25,4,3,1.5,79,101.25,35.25,2.46,2.37,1.07,1,1.75,0.375,4,2.25,1.75,10,2.5,3.75,14,3.5,5.25,26,10,8.5,1,0.25,0.375,5,2.25,1.375,0,0,0,0,0,0,4,2.5,1.25,17.805,15.428333333325,6.323333333325,0,0,0,0,0,0,217,111.75,99.75,20.5056899182133,26.4398720040202,33.6911794706201,37.7392668765944,41.7076267831182,43.3276547142658,50.0624891343158,54.4362449675476,57.49631361071,58.7853368566909,61.5096581856015,64.5491511200488,65.5657953147061,70.8429812838268,71.0260168887502,77.0817705233176,77.2591952380377,80.6063290318946,84.2692144228135,89.3499569701134
"Li(NO3)1",4.1015625,4.1015625,4.1015625,5,6.8,1.52,86,68.8,27.12,9.0584,13.78918,2.739272,398.89,136.228,126.9848,15,12.8,4.72,0,2,0,62,79.4,19.44,2.46,2.868,0.7552,1,1.8,0.32,4,3,1.2,0,0,0,0,0,0,5,4.8,1.52,1,0.2,0.32,3,1.8,0.72,0,0,0,0,0,0,2,2,0.4,7.4883333333,11.73541666666,3.156499999992,6.437,1.2874,2.05984,0,0,0,217,91.8,95.76,25.2149627567168,36.1073984863478,36.4036553352275,37.2479170977233,37.4468197040605,39.0256262124528,42.9774251827326,46.0928165241992,53.2583379693307,55.5815474872697,57.2445809410729,62.1536677791497,67.4724743988131,67.8334010097723,70.8618523326646,71.4172832805463,77.3008468568315,79.4114812193535,82.191808736405,83.4669931071275
"LiGa5O8",3.73046875,3.73046875,3.73046875,28,15.8571428571429,10.8163265306122,86,76.2142857142857,12.3265306122449,62.782,34.5393714285714,25.1311632653061,398.89,171.902857142857,133.831836734694,15,13.8571428571429,2.44897959183673,2,2.71428571428571,0.918367346938775,62,90.4285714285714,27.9183673469388,2.46,2.68214285714286,0.866122448979592,1,1.92857142857143,0.13265306122449,4,2.64285714285714,1.55102040816327,10,3.57142857142857,4.59183673469388,0,0,0,12,8.14285714285714,3.46938775510204,1,0.071428571428571,0.13265306122449,5,2.92857142857143,1.47959183673469,0,0,0,0,0,0,4,3,1.42857142857143,9.7525,13.1229166666643,4.59190476190204,0,0,0,0,0,0,217,46.0714285714286,38.9387755102041,15.344383655207,18.8032915757199,24.2017500730315,26.6880843840299,30.802040308954,30.9728911860574,36.0466508529421,36.2950860549374,36.3737331520818,36.4037530219879,44.0017742249617,54.355347966931,54.6650214600432,58.0633986400241,58.442100456685,58.5802859916353,63.4082969703702,64.1659129600767,64.5550585936037,75.3754175024182
"Na10Li2(MnO4)4",1.50390625,2.9296875,2.9296875,22,10.75,3.71875,86,50.6875,36.640625,47.997045,22.485071025,8.428679903125,1464.2,361.5275,306.7275,15,9.25,6.75,2,2.5625,0.6328125,100,110.25,44.25,2.51,2.265625,1.174375,1,1.625,0.46875,4,2,2,5,0.625,1.09375,0,0,0,6,4.25,2.4375,1,0.375,0.46875,2,1,1,5,0.625,1.09375,0,0,0,4,2,0.75,20.1383333333,16.03907327585,8.3219450430875,0,0,0,0.000310120689655,3.8765086206875E-05,6.78389008620312E-05,217,119,107,20.3994708455824,20.47216890258,23.3932373811887,23.7620649317336,33.5889298788773,33.7634325744394,33.9456886871823,35.0735215805333,35.6809179083482,35.9763090632281,39.8091284976434,39.9279209835097,47.8397888276027,48.6309476306552,59.8314597116483,59.948829401413,60.2836299402148,60.5171725926232,70.6029490052282,79.8957296005044
"Cs2Li2(SiO4)1",1.298828125,1.298828125,1.298828125,52,18,16.4444444444444,86,48.6666666666667,40.5925925925926,125.9644519,41.3084448666667,40.7097809037037,1632.2,379.64,323.435555555556,15,9.11111111111111,7.20987654320988,4,3,1.33333333333333,178,124.333333333333,54.8148148148148,2.65,2.13333333333333,1.16148148148148,1,1.55555555555556,0.493827160493827,4,2,1.77777777777778,0,0,0,0,0,0,5,3.55555555555556,2.27160493827161,1,0.444444444444444,0.493827160493827,4,1.33333333333333,1.18518518518519,0,0,0,0,0,0,3,1.77777777777778,0.691358024691358,106.66,35.7307407407333,35.5707818930074,0.773,0.085888888888889,0.152691358024691,0,0,0,217,132.333333333333,106.962962962963,9.86718048634892,22.4110565561403,22.6561822341332,25.9184435210847,26.2229026728916,26.6464741986569,28.8591661417553,29.9032096283373,31.3010498291573,31.9377383363349,31.9925299641756,32.3515961790388,32.4424313171408,32.9643352700278,34.592015017151,35.2922270514714,37.0655391320296,42.9484974865114,46.0190885810886,51.373768214609
"Cs2Li2(TiO4)1",1.0546875,1.0546875,1.0546875,52,18.8888888888889,16.7407407407407,86,44.7777777777778,37.5308641975309,125.9644519,43.5063893111111,40.7019413037037,1886.2,407.862222222222,361.065185185185,15,8,7.11111111111111,4,3.11111111111111,1.48148148148148,178,129.777777777778,57.4814814814815,2.65,2.09333333333333,1.19703703703704,1,1.55555555555556,0.493827160493827,4,1.77777777777778,1.97530864197531,2,0.222222222222222,0.395061728395062,0,0,0,5,3.55555555555556,2.27160493827161,1,0.444444444444444,0.493827160493827,2,0.888888888888889,0.987654320987654,8,0.888888888888889,1.58024691358025,0,0,0,7,2.22222222222222,1.28395061728395,106.66,35.3140740740667,35.7559670781926,0,0,0,2.25333333333E-05,2.5037037037E-06,4.45102880657778E-06,217,128.666666666667,103.703703703704,9.80148152433259,21.6862598029155,21.8233882523497,25.2149322632524,25.5677416609769,26.1446732490924,28.0439781116473,29.7000048276264,30.5405826236304,31.0005839983285,31.1835339427359,31.7681091511004,31.9322655503629,33.0270600327102,33.471351517988,33.7625123425084,36.1394665051413,42.4174091560748,45.3011460210397,51.1035043147414
"RbLi5(Li(SiO4))2",0.615234375,0.625,1.103515625,34,8.33333333333333,4.44444444444444,86,47.9444444444444,41.3950617283951,78.5268,17.6789444444444,9.84466296296296,1632.2,405.593888888889,322.165,15,9.11111111111111,7.20987654320988,3,2.27777777777778,0.462962962962963,154,103.666666666667,33.4814814814815,2.62,2.16666666666667,1.13185185185185,1,1.55555555555556,0.493827160493827,4,2,1.77777777777778,0,0,0,0,0,0,5,3.55555555555556,2.27160493827161,1,0.444444444444444,0.493827160493827,4,1.33333333333333,1.18518518518519,0,0,0,0,0,0,3,1.77777777777778,0.691358024691358,81.6175,17.8108796296167,8.68554012346111,0.773,0.085888888888889,0.152691358024691,0,0,0,217,132.333333333333,106.962962962963,11.2304369298455,11.3021960488104,15.8862641019083,16.0312938299465,18.7885736788377,21.8772898963416,24.6169204178871,25.3142303820595,25.4022387837519,27.3319965349156,27.8382321770285,32.212538844003,32.287265824852,36.1611983039016,36.1738552381305,37.9097061293933,37.9781064534228,38.0393163878194,38.1075191644644,57.5150349369821
"Li2(MnBr4)1",0.439453125,0.46875,0.46875,32,24.4285714285714,12.2448979591837,94,62,37.7142857142857,72.963,55.4908635714286,27.9007273469388,1253.2,498.511428571429,291.568163265306,16,11,6.85714285714286,2,3.42857142857143,0.816326530612245,19,125,5.71428571428571,1.98,2.19285714285714,0.876734693877551,1,1.71428571428571,0.408163265306122,5,2.85714285714286,2.44897959183673,10,6.42857142857143,4.08163265306122,0,0,0,16,11,6.85714285714286,1,0.285714285714286,0.408163265306122,1,0.571428571428571,0.489795918367347,5,0.714285714285714,1.22448979591837,0,0,0,4,1.57142857142857,0.979591836734694,18.9924137931,23.0848932676429,7.30869340840816,1.457,0.832571428571429,0.713632653061224,0.000310120689655,4.4302955665E-05,7.59479239971429E-05,165,133,78.8571428571429,13.9500951211697,28.1124748560394,28.2182112829914,32.5389957575831,32.6836702299656,46.7587608867683,46.7887454898145,47.0321969811142,55.3838725185266,55.4444954370844,55.5126118063458,55.6940685734064,58.1230216745842,58.3578168396551,68.4902910981844,77.6568018632913,77.8961394429999,78.1799099525254,86.85669522655,87.2564990569955
"Na2Li3CoO4",1.904296875,2.275390625,2.275390625,24,9,4.4,86,41.3,39.9,51.992195,18.973333356,9.5985466984,1713.2,409.001,298.6132,15,7.8,6.8,2,2.4,0.56,100,110.6,35.68,2.51,2.044,1.1168,1,1.5,0.5,4,1.6,1.92,7,0.7,1.26,0,0,0,8,3.8,2.8,1,0.5,0.5,2,0.8,0.96,3,0.3,0.54,0,0,0,2,1.6,0.6,20.1383333333,15.49316666665,6.16016666665,0,0,0,1.5484712,0.15484712,0.278724816,217,138.7,101.36,17.2078628646484,20.4648896731505,22.0898324669963,24.2627898748352,27.0097070871715,28.1357077002755,34.8198849518044,35.1622036621541,35.1801077395429,36.6209000527132,37.1621066959009,40.1053637615975,45.0587367438562,49.4493226577966,54.6346020277162,55.367012765612,55.6866591266197,57.47884666437,64.4067465741773,74.3297882110694
"Li(AuF4)1",0.6640625,0.947265625,1.357421875,76,19.6666666666667,19.7777777777778,92,73.1666666666667,26.4444444444444,190.025569,46.6501969666667,50.1054573444444,1283.83,334.17,374.226666666667,16,13.3333333333333,4.88888888888889,4,2.66666666666667,1.11111111111111,79,82,33.3333333333333,3,3.24,0.986666666666667,1,1.66666666666667,0.444444444444444,5,3.33333333333333,2.22222222222222,10,1.66666666666667,2.77777777777778,14,2.33333333333333,3.88888888888889,24,9,5.33333333333333,1,0.333333333333333,0.444444444444444,1,0.666666666666667,0.444444444444444,0,0,0,0,0,0,0,1,0,6.9925,12.02055555555,3.08407407406667,1.97,1.31333333333333,0.875555555555555,0,0,0,214,85.6666666666667,94.2222222222222,17.4847134701105,22.3069889105938,26.8439922210463,27.9203257665735,29.0352154010708,32.2168397185223,41.1548728642296,41.4416611000287,43.0234932921016,44.794192010184,44.9739704087873,45.5205257981879,48.0810793990348,48.4151194556818,48.79155901335,49.8213644910605,50.0470051183649,57.696885022722,58.9655924956744,60.3025032238721
"CeLi2N2",1.46484375,1.46484375,8.41796875,55,15.6,16.96,81,36.2,36.64,133.175,36.40228,41.485488,1007.95,420.896,286.2768,14,7,6.4,4,2.8,1.28,133,120.4,39.52,2.06,1.832,0.9664,1,1.6,0.48,3,1.2,1.44,1,0.2,0.32,1,0.2,0.32,4,3.2,1.76,1,0.4,0.48,3,1.2,1.44,9,1.8,2.88,13,2.6,4.16,21,6,6.4,22.47125,19.99283333332,6.898866666672,6.437,2.5748,3.08976,0,0,0,35,208,16.8,16.32396513468,28.8492163571785,32.9915109317408,33.3236833723322,44.3859859301005,50.417373576016,51.1210121579248,54.0297273514645,59.1306036264849,59.7635186298296,62.1972651383389,62.4024617028773,69.2062482852664,69.9816304756909,74.6408946732666,76.6500799228894,81.9081464603366,82.4582987549537,84.7825680718313,0
"Na2LiFe(Si2O5)3",1.728515625,2.919921875,3.06640625,23,10.2,3.216,86,73.32,18.6624,48.904,20.6907815424,6.729640374272,1756.2,558.0172,642.150368,15,13.4,3.408,2,2.4,0.512,100,89.92,28.704,2.51,2.7068,0.87984,1,1.88,0.2112,4,2.88,1.344,6,0.24,0.4608,0,0,0,7,5,1.44,1,0.12,0.2112,4,2.16,0.8832,4,0.16,0.3072,0,0,0,3,2.44,0.8736,20.1383333333,13.800999999996,5.88087999999488,0.773,0.18552,0.2819904,2.1106628,0.084426512,0.16209890304,217,98.32,103.584,12.400095451051,18.2167321961039,20.0984022309637,20.2305286321212,21.3775788452184,23.9368287318013,24.9484465636494,25.3629491675913,27.377360513069,27.5747955240341,28.3701118365749,30.5468019769418,31.5370347631998,32.2431601426202,33.5267297468511,35.1043126430767,35.3412206682614,42.0396616320691,51.1891979716295,63.7382647900001
"LiYSiO4",0.83984375,4.111328125,4.111328125,36,12.5714285714286,7.95918367346939,86,62.7142857142857,32.1224489795918,81.96485,26.8471357142857,18.0848795918367,1744.2,594.127142857143,656.498775510204,15,11.7142857142857,5.55102040816327,3,2.57142857142857,0.816326530612245,124,99,37.7142857142857,2.46,2.55142857142857,1.01551020408163,1,1.85714285714286,0.244897959183673,4,2.57142857142857,1.63265306122449,1,0.142857142857143,0.244897959183673,0,0,0,5,4.57142857142857,1.63265306122449,1,0.142857142857143,0.244897959183673,4,1.71428571428571,0.979591836734694,9,1.28571428571429,2.20408163265306,0,0,0,8,3.14285714285714,1.91836734693878,23.26,15.1169047619,6.87074829931429,0.773,0.110428571428571,0.18930612244898,0,0,0,217,99.7142857142857,100.244897959184,16.7144547816546,17.6974290008873,17.7564012055789,22.7417995345522,22.7882028876731,24.1228318053164,26.9900906268005,30.3335225931881,33.0464502870712,33.0828714523729,33.2208814228658,36.0260077314956,36.8862628901476,38.1211512485018,43.1853565831942,44.4392012172611,48.1544053426049,50.9469731683369,51.702140554076,52.2771083580354
"LiSi2N3",2.412109375,4.16015625,12.33398438,11,8.66666666666667,3.55555555555556,81,67.1666666666667,22.0555555555556,21.1445,17.5220166666667,7.04232222222222,1623.95,669.473333333333,678.351111111111,14,12.3333333333333,3.77777777777778,1,2.33333333333333,0.444444444444444,57,93.8333333333333,22.8333333333333,2.06,2.31666666666667,0.723333333333333,1,1.83333333333333,0.277777777777778,3,2.16666666666667,0.833333333333333,0,0,0,0,0,0,4,4,1,1,0.166666666666667,0.277777777777778,4,2.83333333333333,0.944444444444444,0,0,0,0,0,0,3,3,0.666666666666667,5.67125,16.9632638888833,2.31782407407778,6.437,3.47616666666667,2.96083333333333,0,0,0,35,210.833333333333,16.8333333333333,19.2978941780535,19.3764572774245,26.9646227227578,33.7999185897178,33.9399539383655,37.6543574333741,38.8388539095876,38.9631308905803,43.8328017605499,51.4867434774711,51.5864145910205,56.4404655808959,60.3752189356811,60.6441972577482,68.7564121335543,68.84012117921,73.3796740485272,73.6238566311739,74.2245074669667,77.4645366555819
"Li3N",0.1953125,0.1953125,0.205078125,4,4,1.5,81,21.25,30.375,7.0657,8.707425,2.6496375,390.64,356.03,146.49,14,4.5,5.25,0,2,0,57,113.75,21.375,2.06,1.495,0.7725,1,1.25,0.375,3,0.75,1.125,0,0,0,0,0,0,4,2,1.5,1,0.75,0.375,3,0.75,1.125,0,0,0,0,0,0,2,1.5,0.75,1.8245833333,16.137187499975,0.684218749987499,6.437,1.60925,2.413875,0,0,0,35,220.25,13.125,28.5195005702841,29.2628404163947,32.6427525159362,41.3193544658019,51.891002520936,53.1759632386466,59.0280319234745,60.2765522843683,60.6892590325766,62.6638843841527,67.2317225143615,68.3953144474023,77.4953461136681,82.427646616878,83.4553122591162,83.874570855777,85.6201121054688,89.7613869935789,0,0
"Li4Ge9O20",1.064453125,1.064453125,1.26953125,29,13.9393939393939,9.85123966942149,86,74.3939393939394,17.7924701561065,65.699,30.3488484848485,23.0679008264463,1156.6,418.586666666667,440.953535353535,15,13.6363636363636,3.0633608815427,2,2.54545454545455,0.793388429752066,62,88.2424242424242,26.9605142332415,2.46,2.75181818181818,0.834159779614325,1,1.87878787878788,0.213039485766758,4,2.96969696969697,1.24885215794307,10,2.72727272727273,3.96694214876033,0,0,0,13,7.57575757575758,3.50413223140496,1,0.121212121212121,0.213039485766758,4,2.3030303030303,0.925619834710744,0,0,0,0,0,0,3,2.42424242424242,0.859504132231405,13.9,13.8035858585818,5.69525558615978,0.383,0.104454545454545,0.151933884297521,0,0,0,217,96.3939393939394,102.295684113866,13.2596402761278,17.728423445597,18.6499033034158,22.4234281848795,24.3163440561348,27.0146379799598,27.1787162275384,27.2876949111547,29.2202052479747,29.3221073318715,31.161473057839,32.8387580671097,34.3312022179586,36.7880764854528,36.8431054618263,39.8954890667773,42.6959727732596,47.5791117673698,55.3416556055893,67.5525256500489
"Li2ZnGeO4",0.76171875,1.005859375,1.005859375,29,12.5,9.25,86,62.25,30.625,65.699,26.98745,21.011275,1156.6,378.8325,324.0325,15,11.5,5.25,2,2.5,0.75,62,95.25,29.25,2.46,2.4225,1.0175,1,1.75,0.375,4,2.25,1.75,10,2.5,3.75,0,0,0,13,6.5,3.25,1,0.25,0.375,4,1.5,1.125,0,0,0,0,0,0,4,1.75,0.8125,13.9,13.321458333325,4.216458333325,0.383,0.047875,0.08378125,0,0,0,217,115.625,103.625,21.2352553470742,22.1292974869124,22.208768111713,27.4939267573989,27.5588126791065,32.1956613261236,32.5529475736118,35.0363593136465,35.4845545870653,36.7308382661671,36.8310040284936,37.0992774720441,41.2871285889027,41.3779408027248,57.1774153967606,57.8577814351911,63.8912431077807,64.0914426585339,64.2040586342248,69.5271328969561
"Li3(AlF6)1",0.4296875,0.56640625,0.56640625,10,7.6,2.76,92,63.4,37.44,20.0405386,16.17949578,5.543097468,879.97,261.554,249.6648,16,11.8,6.48,1,2.1,0.18,71,84.7,33.24,3,2.843,1.3644,1,1.7,0.42,5,3.1,2.28,0,0,0,0,0,0,6,4.8,2.64,1,0.3,0.42,5,1.1,0.78,0,0,0,0,0,0,4,1.4,0.72,6.8858333333,12.45049999999,3.291599999988,1.97,1.182,0.9456,0,0,0,214,100.2,102.24,21.3042608580392,21.6619398470668,21.8685876032098,23.233290026275,30.2009270831106,30.3537052104238,31.7262247902325,38.1375443827545,38.6937864713716,40.4348277927948,41.4006034998244,42.9812813280343,43.5284735551315,48.7574019605916,48.7973980189973,51.1087467358056,58.7639578039467,62.8020147965091,66.7557052445668,67.357631525833
"Na2LiFeSi6O15",1.71875,2.978515625,3.14453125,23,10.2,3.216,86,73.32,18.6624,48.904,20.6907815424,6.729640374272,1756.2,558.0172,642.150368,15,13.4,3.408,2,2.4,0.512,100,89.92,28.704,2.51,2.7068,0.87984,1,1.88,0.2112,4,2.88,1.344,6,0.24,0.4608,0,0,0,7,5,1.44,1,0.12,0.2112,4,2.16,0.8832,4,0.16,0.3072,0,0,0,3,2.44,0.8736,20.1383333333,13.800999999996,5.88087999999488,0.773,0.18552,0.2819904,2.1106628,0.084426512,0.16209890304,217,98.32,103.584,12.400095451051,18.2167321961039,20.0984022309637,20.2305286321212,21.3775788452184,23.9368287318013,24.9484465636494,25.3629491675913,27.377360513069,27.5747955240341,28.3701118365749,30.5468019769418,31.5370347631998,32.2431601426202,33.5267297468511,35.1043126430767,35.3412206682614,42.0396616320691,51.1891979716295,63.7382647900001
"Li(ReO3)1",2.94921875,2.94921875,2.958984375,72,20.4,21.84,86,63.2,28.56,179.266,48.22924,55.191104,3404.2,815.418,1057.4328,15,11.2,5.76,4,2.8,1.28,85,95.4,35.28,2.46,2.64,0.96,1,1.8,0.32,4,2.4,1.92,5,1,1.6,14,2.8,4.48,20,8,5.2,1,0.2,0.32,2,1.2,0.96,5,1,1.6,0,0,0,4,2.4,1.04,7.4883333333,11.71266666666,3.129199999992,0,0,0,0,0,0,217,91.8,95.76,23.8749853381099,33.1065126486196,34.9085632864125,39.6750474926733,42.7352609387793,48.8735544026717,53.8611546105272,56.3193478467268,57.95668729049,61.4588799025198,62.6000464134642,69.4743575439337,72.5281097877547,73.7239535161515,76.7101853715591,78.7730248220107,80.1718915735087,83.2278062234834,87.1372808892845,89.1541389473902
"Li2(PbO3)1",1.181640625,1.259765625,1.259765625,79,18.6666666666667,21.1111111111111,86,57.3333333333333,37.5555555555556,200.259,44.8467,54.1177666666667,545.81,278.731666666667,223.931666666667,15,10.6666666666667,6.44444444444444,4,2.66666666666667,1.11111111111111,80,100,34,2.46,2.435,1.005,1,1.66666666666667,0.444444444444444,4,2.33333333333333,1.66666666666667,10,1.66666666666667,2.77777777777778,14,2.33333333333333,3.88888888888889,27,8,6.66666666666667,1,0.333333333333333,0.444444444444444,4,1.66666666666667,1.11111111111111,0,0,0,0,0,0,3,2,0.666666666666667,19.005,14.7686111111,5.6636111111,0,0,0,0,0,0,217,119.833333333333,107.833333333333,14.7608622562129,18.3650689581019,22.277297070475,23.2309595954754,25.1542276508695,28.5372789409548,29.7740310865644,31.7203690832243,32.3712291645301,33.043694296439,33.199084860698,35.7665251972082,42.6341243922707,46.4661132958427,47.4922941912554,47.9516292616382,48.602998668715,50.0404306979463,58.7922301233483,62.544093335664
"LiMnFeF6",0.546875,1.85546875,1.85546875,23,12,6,92,74,25.3333333333333,48.904,25.7460515777778,13.175764854321,1757.5,456.076666666667,537.299259259259,16,13.1111111111111,5.18518518518519,2,2.44444444444444,0.691358024691358,82,82.3333333333333,33.7777777777778,3,3.13777777777778,1.12296296296296,1,1.88888888888889,0.197530864197531,5,3.33333333333333,2.22222222222222,6,1.22222222222222,1.90123456790124,0,0,0,7,6.44444444444444,1.20987654320988,1,0.111111111111111,0.197530864197531,1,0.666666666666667,0.444444444444444,5,1,1.55555555555556,0,0,0,4,1.77777777777778,1.20987654320988,6.8858333333,10.6728799489111,1.32834965232839,1.97,1.31333333333333,0.875555555555555,2.1106628,0.234552546743295,0.416913389612601,214,85,93.3333333333333,20.0850049670334,27.6250760943671,30.0339729810088,35.1594671697922,40.1491076397314,40.8226542099443,43.4103592159918,45.2872218686821,52.7841994596192,55.8300457659641,57.0434475585729,58.5935518583601,62.5784760780159,63.0856891767607,68.8042512500631,70.1900327466862,73.8540104209887,81.0129833605211,84.5119449115017,86.7050408940241
"K2Li14(Pb3O14)1",1.38671875,1.38671875,1.38671875,79,13.2727272727273,13.1900826446281,86,44.8787878787879,42.3067033976125,200.259,30.9382484848485,33.0366883379247,545.81,290.719696969697,200.174288337925,15,8.54545454545455,7.3168044077135,4,2.48484848484848,0.82277318640955,137,107.878787878788,35.5335169880624,2.62,2.13666666666667,1.1410101010101,1,1.51515151515152,0.499540863177227,4,1.87878787878788,1.821854912764,10,0.909090909090909,1.65289256198347,14,1.27272727272727,2.31404958677686,27,5.57575757575758,4.43709825528007,1,0.484848484848485,0.499540863177227,4,1.21212121212121,1.17539026629936,0,0,0,0,0,0,3,1.6969696969697,0.67584940312213,64.0016666667,17.8884848484727,8.5515702479416,0,0,0,0,0,0,217,136.575757575758,105.700642791552,12.8743798639118,16.2649105298045,21.2907825417808,21.9253645131292,23.3058150670149,23.8584226867386,24.1836639203418,27.4900986613083,32.1058548836274,32.6248385006764,33.8351342889755,35.3810753213047,35.4361979548768,38.3300772587934,43.364636101317,45.379344143145,47.8138476882356,56.7447589402642,58.204866065546,62.3732661726156
"Li16Nb4O18",0.703125,0.703125,0.771484375,38,9.36842105263158,6.65927977839335,86,46.5789473684211,38.382271468144,85.96538,20.2808084210526,15.2895940166205,2695.2,506.458947368421,472.324432132964,15,8.52631578947369,7.0803324099723,3,2.31578947368421,0.565096952908587,98,102.421052631579,34.5041551246537,2.46,2.21052631578947,1.16476454293629,1,1.47368421052632,0.498614958448753,4,1.89473684210526,1.99445983379501,4,0.421052631578947,0.753462603878116,0,0,0,5,3.78947368421053,2.34903047091413,1,0.526315789473684,0.498614958448753,2,0.947368421052632,0.997229916897507,6,0.631578947368421,1.13019390581717,0,0,0,6,2.10526315789474,1.03047091412742,9.075,13.2132456140211,3.89202216065152,0,0,0,0,0,0,217,126.210526315789,108.19944598338,11.8768870985785,16.303016777019,16.3512893961319,18.359799838745,21.9258383881814,22.0370673191063,22.172695682887,22.2911505449439,22.3209441642611,23.791529037582,23.8838169636186,26.3201059476763,31.0773352373734,31.1340271578,31.4901943810623,43.1935054707438,43.4070310326128,43.6432668981504,63.3387719554812,63.4953177500576
"LiAlCl4",0.361328125,0.361328125,0.380859375,14,14,4,93,75,25.3333333333333,28.512,29.2890897666667,8.21854697777778,761.87,345.593333333333,231.991111111111,16,13.6666666666667,4.44444444444444,1,2.83333333333333,0.277777777777778,26,109.5,10,2.18,2.53833333333333,0.828888888888889,1,1.83333333333333,0.277777777777778,5,3.5,2,0,0,0,0,0,0,6,5.33333333333333,2.22222222222222,1,0.166666666666667,0.277777777777778,5,1.5,1.16666666666667,0,0,0,0,0,0,4,1.66666666666667,1.11111111111111,8.0175,21.8438888888833,3.53814814815556,2.493,1.662,1.108,0,0,0,165,118.333333333333,72.4444444444444,15.1695184625918,18.60187388784,19.2848364167445,19.3504961947229,27.1913416010823,27.5295495103522,29.840714609652,31.0271556705065,31.0920819462525,31.7526276158345,40.4670202912957,40.8085516499775,41.6179849166395,48.2606136895562,48.8825393748371,53.2487363576471,53.7604449578969,54.6508688983368,57.3333412144289,58.2266432950387
"K2Li3(GaO4)1",0.947265625,1.376953125,1.376953125,28,11,7.2,86,43.1,41.3,62.782,23.27402,15.619508,398.89,255.624,160.6592,15,8.2,7.2,2,2.6,0.84,137,117.6,41.28,2.62,2.015,1.14,1,1.5,0.5,4,1.7,1.84,10,1,1.8,0,0,0,12,4.2,3.2,1,0.5,0.5,5,1.3,1.3,0,0,0,0,0,0,4,1.8,0.8,64.0016666667,25.12708333333,19.191833333348,0,0,0,0,0,0,217,125.7,103.3,16.9608484650081,17.1809601448963,19.8813351301855,19.9334012438127,21.7495918858324,26.2861048321767,26.4316363556542,28.3610167047253,31.3455430727706,33.8772110319234,34.2234114646326,34.2586898282054,34.308237375307,34.7641341096051,34.9090477153423,35.8023669612882,40.5042176853889,44.7314608109892,45.0062282557123,51.4950926354934
