"formula","Ea_1D","Ea_2D","Ea_3D","MagpieData range Number","MagpieData mean Number","MagpieData avg_dev Number","MagpieData range MendeleevNumber","MagpieData mean MendeleevNumber","MagpieData avg_dev MendeleevNumber","MagpieData range AtomicWeight","MagpieData mean AtomicWeight","MagpieData avg_dev AtomicWeight","MagpieData range MeltingT","MagpieData mean MeltingT","MagpieData avg_dev MeltingT","MagpieData range Column","MagpieData mean Column","MagpieData avg_dev Column","MagpieData range Row","MagpieData mean Row","MagpieData avg_dev Row","MagpieData range CovalentRadius","MagpieData mean CovalentRadius","MagpieData avg_dev CovalentRadius","MagpieData range Electronegativity","MagpieData mean Electronegativity","MagpieData avg_dev Electronegativity","MagpieData range NsValence","MagpieData mean NsValence","MagpieData avg_dev NsValence","MagpieData range NpValence","MagpieData mean NpValence","MagpieData avg_dev NpValence","MagpieData range NdValence","MagpieData mean NdValence","MagpieData avg_dev NdValence","MagpieData range NfValence","MagpieData mean NfValence","MagpieData avg_dev NfValence","MagpieData range NValence","MagpieData mean NValence","MagpieData avg_dev NValence","MagpieData range NsUnfilled","MagpieData mean NsUnfilled","MagpieData avg_dev NsUnfilled","MagpieData range NpUnfilled","MagpieData mean NpUnfilled","MagpieData avg_dev NpUnfilled","MagpieData range NdUnfilled","MagpieData mean NdUnfilled","MagpieData avg_dev NdUnfilled","MagpieData range NfUnfilled","MagpieData mean NfUnfilled","MagpieData avg_dev NfUnfilled","MagpieData range NUnfilled","MagpieData mean NUnfilled","MagpieData avg_dev NUnfilled","MagpieData range GSvolume_pa","MagpieData mean GSvolume_pa","MagpieData avg_dev GSvolume_pa","MagpieData range GSbandgap","MagpieData mean GSbandgap","MagpieData avg_dev GSbandgap","MagpieData range GSmagmom","MagpieData mean GSmagmom","MagpieData avg_dev GSmagmom","MagpieData range SpaceGroupNumber","MagpieData mean SpaceGroupNumber","MagpieData avg_dev SpaceGroupNumber","two_theta1","two_theta2","two_theta3","two_theta4","two_theta5","two_theta6","two_theta7","two_theta8","two_theta9","two_theta10","two_theta11","two_theta12","two_theta13","two_theta14","two_theta15","two_theta16","two_theta17","two_theta18","two_theta19","two_theta20"
"LiNd(P4O12)1",0.634765625,1.09375,1.77734375,57,12.1666666666667,6.57407407407407,86,77.5555555555556,15.0123456790123,137.301,25.9483804444444,15.3772384197531,1239.2,204.138333333333,199.117777777778,15,14.2222222222222,2.71604938271605,4,2.44444444444444,0.641975308641975,135,86.0555555555556,26.7407407407407,2.46,2.89777777777778,0.722962962962963,1,1.94444444444444,0.104938271604938,4,3.33333333333333,0.888888888888889,0,0,0,4,0.222222222222222,0.419753086419753,5,5.5,0.722222222222222,1,0.055555555555556,0.104938271604938,3,2,0.444444444444444,0,0,0,10,0.555555555555556,1.04938271604938,9,2.61111111111111,0.993827160493827,25.705,13.9413492063389,6.44846560845185,1.625,0.361111111111111,0.561728395061728,0,0,0,227,31.9444444444444,39.9012345679012,13.1789280448132,15.2407973225325,20.1983738822181,20.2018401308938,22.2817491065934,22.2880616401711,22.7811142400978,27.252946790028,28.1962693133655,29.7587265635841,30.73931760979,30.7598797086719,32.184220674158,32.1932079011723,33.2476353228283,33.5916434907513,38.2167237524986,40.296146129456,46.5374917427446,46.7944674430981
"Li2(SO4)1",0.41015625,0.41015625,0.419921875,13,7.71428571428571,2.69387755102041,87,62.5714285714286,35.1836734693878,25.124,15.7063714285714,5.00878367346939,398.89,216.42,184.708571428571,15,11.7142857142857,6.12244897959184,1,2.14285714285714,0.244897959183673,62,89.2857142857143,26.6122448979592,2.46,2.61428571428571,0.943673469387755,1,1.71428571428571,0.408163265306122,4,2.85714285714286,1.63265306122449,0,0,0,0,0,0,5,4.57142857142857,2.04081632653061,1,0.285714285714286,0.408163265306122,2,1.42857142857143,0.816326530612245,0,0,0,0,0,0,1,1.71428571428571,0.408163265306122,16.681875,13.6276488095143,5.16874149658776,2.202,0.314571428571428,0.539265306122449,0,0,0,217,82.2857142857143,83.8367346938776,19.2582217553231,24.0443008510084,25.9449590312987,28.7465179088839,32.2056031838674,34.8352748386307,36.2173200162473,36.4772276968723,39.0890608112576,47.089962086139,49.2524980654179,52.73424856926,53.3547299376328,57.6267144226163,58.2108948377608,59.534201407443,60.2395191868594,63.7045463580116,67.3833120724471,68.0911374745582
"RbLi2(Be2F7)1",0.478515625,0.478515625,0.95703125,34,9.5,4.58333333333333,92,65.9166666666667,31.9583333333333,78.5268,20.8635822,10.7673696333333,1506.5,392.861666666667,409.322222222222,16,10.5,7.58333333333333,3,2.25,0.458333333333333,163,88.9166666666667,37.2361111111111,3.16,2.815,1.35916666666667,1,1.75,0.375,5,2.91666666666667,2.43055555555556,0,0,0,0,0,0,6,4.66666666666667,2.72222222222222,1,0.25,0.375,1,0.583333333333333,0.486111111111111,0,0,0,0,0,0,1,0.833333333333333,0.277777777777778,82.8325,17.3034722222167,12.2365046296306,1.97,1.14916666666667,0.957638888888889,0,0,0,214,98.3333333333333,97.2222222222222,14.0738788578327,19.0185799063374,24.8809469004903,27.4899217994874,27.5800425740394,27.7018140862545,28.6685853694263,28.7264268421589,35.2077344778416,35.7406981165884,38.0381497232148,38.1282094193971,38.5879373900704,39.6475225069327,40.2952093447811,40.3381368929154,40.6632425070782,40.6845501403083,43.1264471158158,50.3751643059724
"Cs2Li(GaF6)1",2.763671875,2.763671875,4.033203125,52,19.8,16.32,92,64.3,36.38,125.9644519,45.6465323,39.71886138,400.19,168.078,137.4936,16,11.8,6.48,4,3,1.4,187,108,61.2,3.19,2.825,1.386,1,1.7,0.42,5,3.1,2.28,10,1,1.8,0,0,0,12,5.8,2.88,1,0.3,0.42,5,1.1,0.78,0,0,0,0,0,0,4,1.4,0.72,106.0575,32.52258333333,33.296966666668,1.97,1.182,0.9456,0,0,0,214,84.1,86.94,23.576822890512,28.0557933885214,34.6361034972829,36.9638921679544,38.4078454370225,45.1487677780346,47.0386677863339,48.2333523097582,49.648875853261,55.8001378573728,56.7297733019099,57.9972442383535,63.4816342593534,63.6040796173791,70.7934461736057,70.909487997333,71.725585999061,77.7917998926288,79.7798944538279,80.0025944509113
"LiCuO",2.119140625,2.119140625,2.119140625,26,13.3333333333333,10.4444444444444,86,50.6666666666667,33.1111111111111,56.605,28.8288,23.1448,1302.97,622.086666666667,490.455555555556,15,9.33333333333333,5.55555555555555,2,2.66666666666667,0.888888888888889,66,108.666666666667,28.4444444444444,2.46,2.10666666666667,0.888888888888889,1,1.33333333333333,0.444444444444444,4,1.33333333333333,1.77777777777778,10,3.33333333333333,4.44444444444444,0,0,0,10,6,3.33333333333333,1,0.666666666666667,0.444444444444444,2,0.666666666666667,0.888888888888889,0,0,0,0,0,0,1,1.33333333333333,0.444444444444444,7.4883333333,12.2561111111,2.89148148146667,0,0,0,0,0,0,217,155.333333333333,95.5555555555555,14.9501666874826,21.2035900984614,25.6634179679301,33.5239683381913,33.8238481739828,40.0078828891911,43.1802489849151,45.7126591912708,45.9444766401471,47.6921583176981,50.908676535587,59.7438572959283,60.3196615339755,67.0012987401645,68.3787807033095,73.0184359086353,80.986553174859,83.5588015615549,84.8957946647378,86.3406669968829
"LiNbO2",1.064453125,1.064453125,6.826171875,38,15,13,86,55.5,31.5,85.96538,32.961545,29.9724175,2695.2,828.3225,960.83875,15,9.5,6.5,3,2.75,1.125,98,106,40,2.46,2.365,1.075,1,1.5,0.5,4,2,2,4,1,1.5,0,0,0,5,4.5,1.75,1,0.5,0.5,2,1,1,6,1.5,2.25,0,0,0,6,3,2,9.075,13.245833333325,4.140833333325,0,0,0,0,0,0,217,120.5,108.5,16.9676139256578,34.3222436169642,35.476688020175,36.5373257800131,39.5722759709687,44.2412156766786,50.1909398483693,52.5384578879706,57.1604452851938,63.701024157771,65.0023871128338,66.4515107957666,72.3309847347886,73.673681456711,74.3991193969096,75.7280637645121,77.6503628020988,80.8242089312951,83.2308356804167,87.0603568125827
"Li(Ta3O8)1",2.34375,4.365234375,4.365234375,70,23.8333333333333,24.5833333333333,86,70.0833333333333,22.5555555555556,174.00688,56.4816533333333,62.2331133333333,3235.2,896.840833333333,1196.57958333333,15,12,5.33333333333333,4,3,1.5,104,97.1666666666667,41.5555555555556,2.46,2.75,0.92,1,1.91666666666667,0.152777777777778,4,2.66666666666667,1.77777777777778,3,0.75,1.125,14,3.5,5.25,18,8.83333333333333,5.08333333333333,1,0.083333333333333,0.152777777777778,2,1.33333333333333,0.888888888888889,7,1.75,2.625,0,0,0,6,3.16666666666667,1.91666666666667,9.015,11.982777777775,3.83703703703333,0,0,0,0,0,0,217,84.3333333333333,96.4444444444445,10.4140410981036,22.8621225214282,23.1090525143176,23.2055007098594,25.2155482276062,25.348764046171,28.0206354938328,28.1213889274774,30.2304548922773,30.2869073210334,31.5809667605682,31.6894363993708,32.8028175858604,34.2943434006672,34.3951874346352,36.4649196251158,36.5446169057914,38.2377057928607,46.7038226723079,53.879295419369
"Li2Hg(PO3)4",1.044921875,1.85546875,1.85546875,77,12.7368421052632,8.03324099722992,86,76.2631578947368,16.398891966759,193.649,27.9136762105263,19.4649123102493,398.89,161.5,134.778947368421,15,14,2.94736842105263,4,2.42105263157895,0.620498614958449,66,84.6315789473684,23.5346260387812,2.46,2.84210526315789,0.755235457063712,1,1.89473684210526,0.188365650969529,4,3.15789473684211,1.06371191135734,10,0.526315789473684,0.997229916897507,14,0.736842105263158,1.39612188365651,25,6.31578947368421,2.07202216066482,1,0.105263157894737,0.188365650969529,3,1.89473684210526,0.598337950138504,0,0,0,0,0,0,3,2,0.421052631578947,16.1325862069,13.5771160660158,5.64898871496731,1.625,0.342105263157895,0.54016620498615,0,0,0,227,40.8421052631579,52.786703601108,12.622475383569,18.5119169860826,21.5260837474284,21.7491005574315,22.047432972824,22.481520831051,25.220605282794,25.7451264335466,26.4923180405053,26.8538734000761,27.2157144549175,27.5878111685297,28.9097162906915,29.2675390257398,31.1515487657479,31.7816949576098,33.5789491902061,34.2836370071276,35.1499940568029,37.5303697864355
"Li2Cd(PO3)4",0.771484375,1.81640625,1.81640625,45,11.0526315789474,5.55124653739612,86,76.2105263157895,16.4875346260388,105.47,23.2726762105263,12.6255438891967,539.42,180.442105263158,158.705817174515,15,14,2.94736842105263,3,2.36842105263158,0.542936288088643,78,85.2631578947368,24.3324099722992,2.46,2.82578947368421,0.77584487534626,1,1.89473684210526,0.188365650969529,4,3.15789473684211,1.06371191135734,10,0.526315789473684,0.997229916897507,0,0,0,11,5.57894736842105,1.20775623268698,1,0.105263157894737,0.188365650969529,3,1.89473684210526,0.598337950138504,0,0,0,0,0,0,3,2,0.421052631578947,13.4652380952,13.2748746867053,5.26721013057507,1.625,0.342105263157895,0.54016620498615,0,0,0,227,42.3157894736842,55.2686980609418,12.6364839769348,18.624750974884,21.6215045128145,22.3648328577972,25.2463669065923,26.2810876945957,27.0813352947566,27.4913242974748,27.533853637548,27.6865581475867,29.0584425112349,31.5577897232231,33.4142137186622,34.9111193007061,37.2427542139443,37.7656666771281,39.4854542055389,46.0458319713835,46.2637552623974,48.1604334395265
"Li(PO3)1",0.76171875,1.484375,1.484375,12,8.4,2.64,86,69,27.2,24.032762,17.1825924,5.51646784,398.89,187.078,158.7336,15,12.8,4.72,1,2.2,0.32,62,86.6,24.72,2.46,2.698,0.8904,1,1.8,0.32,4,3,1.2,0,0,0,0,0,0,5,4.8,1.52,1,0.2,0.32,3,1.8,0.72,0,0,0,0,0,0,2,2,0.4,13.4652380952,13.2957142857,5.02885714284,1.625,0.325,0.52,0,0,0,227,53.4,70.24,16.0517172878404,18.5400690588081,24.6167980342928,25.1944434499672,26.8515496203361,26.9240370786578,27.2552094367564,30.8488516876466,31.4009656948985,31.5265772959587,32.4297046747624,38.0097614687948,39.1565696712724,40.4772890888759,41.1126195231488,43.7486250742012,47.7789657804975,47.9116266816793,51.7223132821707,63.799184921426
"Cs2Li(Cr(CN)6)1",3.359375,3.359375,3.564453125,52,13.4375,11.7109375,81,63.375,24.1875,125.9644519,30.0532752375,28.4558972609375,3759.95,1659.573125,1687.623515625,14,11.4375,4.59375,4,2.625,1.015625,173,102.3125,43.21875,2.25,2.36,0.6525,1,1.75,0.375,3,1.875,0.9375,5,0.3125,0.5859375,0,0,0,5,3.9375,1.1015625,1,0.25,0.375,4,2.625,1.3125,5,0.3125,0.5859375,0,0,0,5,3.1875,0.9609375,110.125,23.8603645833312,22.9761588541672,6.437,4.099875,2.0499375,0,0,0,35,202.75,13.125,14.131649510002,16.3464149739108,23.1656167730238,23.197108152068,28.4841366165333,32.9468042624271,33.0378657739194,36.9887670130684,37.0505337651602,40.6827092105412,40.7397260846945,47.3524743455153,47.4198519378402,50.4267694692619,53.2929840216572,53.4165850543086,53.4320212593352,64.1489078614482,64.2177618205121,64.2590550115028
"Li2(SiO3)1",0.2734375,0.654296875,1.015625,11,7.33333333333333,2.88888888888889,86,56.8333333333333,37.2222222222222,21.1445,14.9942833333333,5.36885555555556,1632.2,459.796666666667,409.067777777778,15,10.6666666666667,6.44444444444444,1,2.16666666666667,0.277777777777778,62,94.1666666666667,28.1666666666667,2.46,2.36333333333333,1.07666666666667,1,1.66666666666667,0.444444444444444,4,2.33333333333333,1.66666666666667,0,0,0,0,0,0,5,4,2,1,0.333333333333333,0.444444444444444,4,1.66666666666667,1.11111111111111,0,0,0,0,0,0,3,2,0.666666666666667,11.335,13.4902777777667,4.38527777776667,0.773,0.128833333333333,0.214722222222222,0,0,0,217,120.166666666667,108.166666666667,19.0331192421741,19.1090828053611,27.1354924334751,33.3260684103573,33.4613568734278,38.6852909611343,38.727185570988,38.8042667685731,51.9978433239422,52.0922780611224,55.9018536050902,59.4711577139895,59.7301478603402,63.2436276746221,70.070830752283,70.1500154014427,73.2554194750809,73.4885524472446,76.473612813189,86.3658212021782
"Cs2Li(Fe(CN)6)1",4.16015625,4.16015625,4.16015625,52,13.5625,11.9140625,81,63.75,23.625,125.9644519,30.2938314875,28.8468011671875,3759.95,1636.510625,1661.678203125,14,11.5625,4.40625,4,2.625,1.015625,173,101.875,42.5625,2.25,2.370625,0.6365625,1,1.8125,0.3046875,3,1.875,0.9375,6,0.375,0.703125,0,0,0,7,4.0625,1.1953125,1,0.1875,0.3046875,4,2.625,1.3125,4,0.25,0.46875,0,0,0,3,3.0625,0.8203125,110.125,23.8316145833312,22.9833463541672,6.437,4.099875,2.0499375,2.1106628,0.131916425,0.247343296875,35,202.75,13.125,14.4144766106019,16.6591639541229,23.6441275950472,27.8008058684586,29.0635805473744,33.6840817103727,37.8018426508729,41.568554328584,48.3777559966516,51.5198445213935,54.5304224527155,57.4321716881925,60.2428580267553,65.645642215988,70.8263097539148,73.3538590839857,75.8484760695097,80.7616890526049,83.1905198353387,85.6071087001176
"Li5AlO4",0.322265625,0.4296875,0.439453125,10,6,3,86,42.6,41.6,20.0405386,12.56841386,5.62741386,878.67,342.112,229.8496,15,8.2,7.2,1,2.1,0.18,62,102.5,29.2,2.46,2.027,1.1304,1,1.5,0.5,4,1.7,1.84,0,0,0,0,0,0,5,3.2,2.24,1,0.5,0.5,5,1.3,1.3,0,0,0,0,0,0,4,1.8,0.8,7.4883333333,13.58666666665,3.58533333332,0,0,0,0,0,0,217,141.8,103.84,17.1132681034515,22.0118019194075,22.1339940483957,22.2995702146554,24.2098772776509,24.2521314927329,24.4180898934534,34.623883826988,36.3078315046087,37.3183969432984,37.366046576029,37.6655069205777,47.5597510468791,47.5989038218926,57.8245160075432,58.2544140889133,58.363111579402,69.0822131839236,69.2801139439813,70.0580438050061
"Li(AlCl4)1",0.3515625,0.3515625,0.380859375,14,14,4,93,75,25.3333333333333,28.512,29.2890897666667,8.21854697777778,761.87,345.593333333333,231.991111111111,16,13.6666666666667,4.44444444444444,1,2.83333333333333,0.277777777777778,26,109.5,10,2.18,2.53833333333333,0.828888888888889,1,1.83333333333333,0.277777777777778,5,3.5,2,0,0,0,0,0,0,6,5.33333333333333,2.22222222222222,1,0.166666666666667,0.277777777777778,5,1.5,1.16666666666667,0,0,0,0,0,0,4,1.66666666666667,1.11111111111111,8.0175,21.8438888888833,3.53814814815556,2.493,1.662,1.108,0,0,0,165,118.333333333333,72.4444444444444,15.1695184625918,18.60187388784,19.2848364167445,19.3504961947229,27.1913416010823,27.5295495103522,29.840714609652,31.0271556705065,31.0920819462525,31.7526276158345,40.4670202912957,40.8085516499775,41.6179849166395,48.2606136895562,48.8825393748371,53.2487363576471,53.7604449578969,54.6508688983368,57.3333412144289,58.2266432950387
"Li2(WO4)1",1.2890625,1.298828125,1.298828125,71,16,16.5714285714286,86,57.2857142857143,33.9591836734694,176.899,37.3885142857143,41.8432816326531,3640.2,688.797142857143,858.915102040816,15,10.2857142857143,6.53061224489796,4,2.57142857142857,0.979591836734694,96,97.4285714285714,35.9183673469388,2.46,2.58285714285714,0.979591836734694,1,1.71428571428571,0.408163265306122,4,2.28571428571429,1.95918367346939,4,0.571428571428571,0.979591836734694,14,2,3.42857142857143,19,6.57142857142857,3.83673469387755,1,0.285714285714286,0.408163265306122,2,1.14285714285714,0.979591836734694,6,0.857142857142857,1.46938775510204,0,0,0,5,2.28571428571429,1.06122448979592,7.4883333333,12.2366666666571,3.57904761903673,0,0,0,0,0,0,217,105,106.285714285714,17.5670518438177,18.1638416879285,24.8566822802827,25.2638387695753,30.312145111842,31.3833317116879,35.3353137547403,35.5648671554586,35.8346415022267,35.906924457049,36.7091641793682,39.7393896887294,41.0514833881622,47.1609235025389,51.5027457571453,52.0919637842981,52.3788784142779,54.5297962620388,58.5816048892361,60.4671616038541
"CdLi2(SiO4)1",0.5078125,1.650390625,1.650390625,45,12.5,9.25,86,62.25,30.625,105.47,27.2970125,21.47561875,1632.2,425.975,371.175,15,11.5,5.25,3,2.5,0.75,78,96.875,30.875,2.46,2.41375,1.02625,1,1.75,0.375,4,2.25,1.75,10,1.25,2.1875,0,0,0,11,5.25,2.4375,1,0.25,0.375,4,1.5,1.125,0,0,0,0,0,0,4,1.75,0.8125,11.335,13.692708333325,4.587708333325,0.773,0.096625,0.16909375,0,0,0,217,115.875,103.875,16.6946150455581,21.5990118772527,22.1511679425446,24.2016323997518,27.4102124387722,30.7484425364915,32.2655634497739,33.7515422206187,33.7573853647132,35.210847173676,36.244813352349,36.5505911748041,36.8850037448573,41.6555834632826,45.4397450756018,46.0339928284481,46.0420333389089,47.6707296747085,59.444095435589,67.5904072848989
"LiPb(PO3)3",1.796875,2.03125,2.03125,79,14.4285714285714,9.89795918367347,86,79.5714285714286,11.2244897959184,200.259,32.218349,24.9973787142857,545.81,178.528571428571,159.079591836735,15,14.5714285714286,2.02040816326531,4,2.5,0.714285714285714,80,84.9285714285714,24.3367346938776,2.46,2.91714285714286,0.672244897959184,1,1.92857142857143,0.13265306122449,4,3.35714285714286,0.826530612244898,10,0.714285714285714,1.3265306122449,14,1,1.85714285714286,27,7,3,1,0.071428571428571,0.13265306122449,4,2.21428571428571,0.591836734693878,0,0,0,0,0,0,3,2.28571428571429,0.551020408163265,19.005,13.8827891156357,6.14287172010306,1.625,0.348214285714286,0.54719387755102,0,0,0,227,40.5714285714286,53.265306122449,11.9999069992361,13.2098993902078,18.7107385750274,19.348808520239,21.9542415961391,22.6270778185691,23.2296824997488,24.5163300524144,26.1247373429264,26.3917188860956,26.4575272550755,26.6638346996496,28.0828907384111,29.9797174699402,31.1330445109737,31.7526208042035,31.8682128807853,32.9207847620401,34.1301111373575,40.2098825671048
"Li8SnO6",0.556640625,0.556640625,0.64453125,47,8.13333333333333,5.58222222222222,86,40.6666666666667,42.3111111111111,111.769,18.0156266666667,13.4259164444444,450.28,297.56,194.208,15,7.86666666666667,7.32444444444444,3,2.2,0.373333333333333,73,103.933333333333,30.3466666666667,2.46,2.02933333333333,1.12853333333333,1,1.46666666666667,0.497777777777778,4,1.73333333333333,1.84888888888889,10,0.666666666666667,1.24444444444444,0,0,0,13,3.86666666666667,3.05777777777778,1,0.533333333333333,0.497777777777778,4,1.06666666666667,1.13777777777778,0,0,0,0,0,0,3,1.6,0.64,24.18,14.71077777776,4.484622222208,0,0,0,0,0,0,217,136.333333333333,99.4666666666667,17.4777130084208,19.7310851159254,22.1957207658199,30.1921249108384,35.0972036837782,37.5252369734976,38.6900665242177,40.0796545695223,45.2838355443477,48.8959085732165,49.1116837987071,51.6991940498038,52.8142239927329,57.1223776602424,58.8182970938251,60.2193855800527,61.8625946264822,64.9280584522451,71.8902032037458,80.0760717685198
"Li(SO3F)1",0.29296875,0.9375,0.9375,13,8.66666666666667,2.55555555555556,92,73.8333333333333,24.2777777777778,25.124,17.6671005333333,5.24306737777778,400.19,176.658333333333,162.911111111111,16,13.6666666666667,4.22222222222222,1,2.16666666666667,0.277777777777778,71,81.3333333333333,23.4444444444444,3,2.97666666666667,0.797777777777778,1,1.83333333333333,0.277777777777778,5,3.5,1.16666666666667,0,0,0,0,0,0,6,5.33333333333333,1.44444444444444,1,0.166666666666667,0.277777777777778,2,1.5,0.666666666666667,0,0,0,0,0,0,1,1.66666666666667,0.444444444444444,16.681875,13.2337847222167,5.30421296295555,2.202,0.695333333333333,0.927111111111111,0,0,0,217,58.3333333333333,60.7777777777778,15.4519686199622,20.6343580665912,22.6143910011185,23.0533757715377,23.1369648165285,27.0452010278106,28.6767328515765,31.1942140497054,33.326754139833,33.7889570582619,35.2975107261258,37.0681593713345,45.9552469051005,50.4374661083986,52.063466891532,52.1119123974931,53.9656466046252,54.5951204082246,65.2865201576687,72.0598736172339
"Li4(PbO4)1",0.556640625,0.78125,0.78125,79,14,15.1111111111111,86,48.1111111111111,41.8765432098765,200.259,33.2179555555556,38.6626765432099,545.81,292.73,211.493333333333,15,9.11111111111111,7.20987654320988,4,2.44444444444444,0.790123456790124,80,102.444444444444,32.3950617283951,2.46,2.22333333333333,1.10518518518519,1,1.55555555555556,0.493827160493827,4,2,1.77777777777778,10,1.11111111111111,1.97530864197531,14,1.55555555555556,2.76543209876543,27,6.22222222222222,4.83950617283951,1,0.444444444444444,0.493827160493827,4,1.33333333333333,1.18518518518519,0,0,0,0,0,0,3,1.77777777777778,0.691358024691358,19.005,14.5448148148,4.83539094648889,0,0,0,0,0,0,217,132.111111111111,106.765432098765,16.3739603299021,21.305759338596,21.4206520893499,27.2708999220849,28.4711753677604,31.9735912794131,34.7857960793561,34.937793382853,35.905896620388,37.4858948072633,39.364087289112,43.6394431754443,44.8175529175786,48.5488440852953,48.946976843672,52.9326060025483,54.0073536037843,55.1658212618753,58.4105004420919,63.4388658080904
"Li2(TeO4)1",0.3125,0.68359375,0.68359375,49,12.8571428571429,11.1836734693878,89,62.8571428571429,35.3469387755102,120.659,29.3542285714286,28.0702204081633,667.86,264.177142857143,239.288163265306,15,11.7142857142857,6.12244897959184,3,2.42857142857143,0.73469387755102,72,94,32,2.46,2.54571428571429,1.02204081632653,1,1.71428571428571,0.408163265306122,4,2.85714285714286,1.63265306122449,10,1.42857142857143,2.44897959183673,0,0,0,15,6,2.85714285714286,1,0.285714285714286,0.408163265306122,2,1.42857142857143,0.816326530612245,0,0,0,0,0,0,1,1.71428571428571,0.408163265306122,25.6583333333,14.9099999999857,6.63428571426939,0.464,0.066285714285714,0.113632653061225,0,0,0,217,94,93.7142857142857,14.7000600972614,18.2286050855038,23.4966358392803,26.1736220136774,33.2446412308996,35.0265723835888,35.8841228356043,36.9401234789905,38.9703444957503,39.9565674196548,42.4267968764602,43.881397940241,47.2130596492799,49.063410133886,56.1496368380321,58.9616642264507,59.6904600284432,61.5572904985884,62.6828130465287,78.6351464357148
"Li(B3O5)1",0.126953125,1.46484375,1.46484375,5,6.44444444444444,1.7283950617284,86,72.4444444444444,16.1728395061728,9.0584,13.2634444444444,3.03995061728395,2293.2,863.521111111111,989.652592592593,15,13.3333333333333,2.96296296296296,0,2,0,62,78.8888888888889,14.320987654321,2.46,2.7,0.822222222222222,1,1.88888888888889,0.197530864197531,4,2.55555555555556,1.60493827160494,0,0,0,0,0,0,5,4.44444444444444,1.7283950617284,1,0.111111111111111,0.197530864197531,5,2.77777777777778,1.48148148148148,0,0,0,0,0,0,4,2.88888888888889,1.40740740740741,9.4208333333,9.29287037036667,1.62232510287407,1.524,0.508,0.677333333333333,0,0,0,217,87.4444444444444,83.8271604938272,16.1066770002992,23.4967626497246,24.5621320182708,26.5911850661194,27.374341649206,30.0204588123638,31.7274909252876,36.9344887830356,38.1784047035047,38.6978539172139,40.7474235491992,40.7970496132372,40.820201632137,42.5536169944658,42.705108314729,43.9813229334237,46.9153433001222,48.6311735692318,52.5049169925631,57.7761662021965
"Li3(ThF7)1",0.3125,0.3125,1.03515625,87,14.7272727272727,13.6859504132231,92,60.9090909090909,40.8429752066116,225.09706,35.0772620363636,35.8110541752066,1969.5,341.688181818182,366.784958677686,16,11.3636363636364,7.17355371900826,5,2.45454545454545,0.826446280991735,149,89.9090909090909,41.8842975206612,3,2.91818181818182,1.35140495867769,1,1.72727272727273,0.396694214876033,5,3.18181818181818,2.31404958677686,2,0.181818181818182,0.330578512396694,0,0,0,6,5.09090909090909,2.4297520661157,1,0.272727272727273,0.396694214876033,1,0.636363636363636,0.462809917355372,8,0.727272727272727,1.32231404958678,0,0,0,7,1.63636363636364,1.15702479338843,22.6625,13.6456818181727,5.01223140494711,1.97,1.25363636363636,0.911735537190082,0,0,0,214,92.4545454545454,98.5785123966942,18.0604341245277,19.3077425440606,25.6493420166095,29.1244003064063,32.3048746939582,34.4829123729557,36.5901295248058,39.1926900491302,41.0924316300738,41.6967034160984,46.2996886193356,47.4304085116169,49.5987478211808,51.1550336936252,53.6763047286502,56.6606553456995,59.5158198334797,66.7173974590879,67.6126977721446,69.3586681491232
"Li2(W2O7)1",0.478515625,1.083984375,1.083984375,71,19.0909090909091,19.9669421487603,86,64.8181818181818,28.2314049586777,176.899,44.8688909090909,50.5349487603306,3640.2,789.18,1056.66181818182,15,11.4545454545455,5.78512396694215,4,2.72727272727273,1.1900826446281,96,94.7272727272727,36.5619834710744,2.46,2.79636363636364,0.819173553719008,1,1.81818181818182,0.297520661157025,4,2.54545454545455,1.85123966942149,4,0.727272727272727,1.1900826446281,14,2.54545454545455,4.16528925619835,19,7.63636363636364,4.49586776859504,1,0.181818181818182,0.297520661157025,2,1.27272727272727,0.925619834710744,6,1.09090909090909,1.78512396694215,0,0,0,5,2.54545454545455,1.25619834710744,7.4883333333,11.7292424242364,3.33994490357355,0,0,0,0,0,0,217,90.9090909090909,100.429752066116,13.4116383055919,14.4742539229163,22.3182498417342,22.6045549405015,22.6144933186276,23.2714570063484,25.9128798892284,26.4880004326835,29.758989507179,32.3205908236584,32.4104983964592,32.9312337173542,32.9826886486465,33.1452084542185,33.3777965990981,36.3296508153059,41.5316238724799,41.6693712036986,45.0832864481476,47.4730626284225
