iter	RMSE
167	0.7706481134
168	0.7685906654
169	0.767725701
170	0.7640591698
171	0.7615687405
172	0.7581385157
173	0.7554619183
174	0.7550538942
175	0.7524252787
176	0.7502272468
177	0.7478272001
178	0.7447582937
179	0.7411435351
180	0.73946605
181	0.736544801
182	0.733602623
183	0.7320148189
184	0.7296834786
185	0.7268746624
186	0.7253679852
187	0.7218391012
188	0.7186703184
189	0.7173235884
190	0.7158935139
191	0.7143972259
192	0.7109297955
193	0.7084444921
194	0.7054101341
195	0.7033718801
196	0.7017671681
197	0.700522715
198	0.70004757
199	0.6993416004
200	0.6971069055
201	0.6938358436
202	0.6932242015
203	0.6915432677
204	0.6894042873
205	0.6868138108
206	0.6831486353
207	0.6814033528
208	0.6796400367
209	0.677563778
210	0.6738494589
211	0.6714978643
212	0.670131713
213	0.6687814554
214	0.6685597363
215	0.6660458561
216	0.6644254412
217	0.6619776426
218	0.6598390968
219	0.6572248755
220	0.6550856629
221	0.6521995786
222	0.6499181872
223	0.6472991367
224	0.6454059009
225	0.643354327
226	0.6409695473
227	0.6371054952
228	0.6352345948
229	0.633136341
230	0.6313394434
231	0.6292249297
232	0.627265983
233	0.626242349
234	0.6246623898
235	0.6235150866
236	0.619127692
237	0.6156916876
238	0.6137725332
239	0.6122304405
240	0.6107331217
241	0.6103965791
242	0.6077093533
243	0.6061092763
244	0.6059989863
245	0.6053403706
246	0.6036116149
247	0.6007630512
248	0.5986687731
249	0.5975661182
250	0.5949610061
251	0.5937931022
252	0.591979877
253	0.590922644
254	0.5886067616
255	0.5872587949
256	0.585150057
257	0.5850279045
258	0.5837698505
259	0.5833902045
260	0.5821092734
261	0.5800994563
262	0.5786140837
263	0.5770319715
264	0.5743837884
265	0.5730217522
266	0.5712610909
267	0.5699707989
268	0.5695312859
269	0.5681679691
270	0.5680115474
271	0.5658557323
272	0.5647489454
273	0.562592514
274	0.5604996512
275	0.5584499719
276	0.5572819965
277	0.5563321063
278	0.5549061885
279	0.5547621176
280	0.5532680648
281	0.5515642037
282	0.5508051401
283	0.5495895751
284	0.547467727
285	0.5464938438
286	0.545931255
287	0.5458007708
288	0.5435993896
289	0.5429338486
290	0.5412564901
291	0.5389101497
292	0.5376339286
293	0.535840491
294	0.5349582127
295	0.533147276
296	0.5317166523
297	0.5301558152
298	0.528447156
299	0.5271720565
300	0.5262152588
301	0.5251957609
302	0.5244780736
303	0.5230126685
304	0.521351441
305	0.5203727322
306	0.5188295927
307	0.5172789541
308	0.5171111253
309	0.5157197368
310	0.5148374547
311	0.5131769004
312	0.5125926012
313	0.5125077736
314	0.5117785199
315	0.5100360412
316	0.5095034996
317	0.5087032489
318	0.5073452964
319	0.5055761786
320	0.5041512568
321	0.5040780829
322	0.5029217294
323	0.5017351099
324	0.5012039754
325	0.5001325818
326	0.4988448779
327	0.498263797
328	0.4968834831
329	0.4942458414
330	0.493724112
331	0.4919553958
332	0.4918506647
333	0.4900816199
334	0.4890275791
335	0.4881557258
336	0.4874767955
337	0.4867063024
338	0.4866462618
339	0.4859382122
340	0.4844373668
341	0.4834668739
342	0.4828582617
343	0.4817964053
344	0.4810510037
345	0.4799917581
346	0.4794069116
347	0.4781531436
348	0.4767965719
349	0.4761663702
350	0.4747024162
351	0.4732983275
352	0.4716273354
353	0.4709578727
354	0.4698620454
355	0.4686702461
356	0.46818461
357	0.4671031334
358	0.4656286486
359	0.4640260207
360	0.4620604058
361	0.4606784506
362	0.4598684832
363	0.4588983513
364	0.45835982
365	0.4582682307
366	0.4578786194
367	0.456641665
368	0.4565710942
369	0.4560190121
370	0.4553421694
371	0.4540447975
372	0.4531391422
373	0.4528560019
374	0.4525104857
375	0.4510436297
376	0.449955607
377	0.4484962437
378	0.4475509983
379	0.4465194639
380	0.4456269933
381	0.4444084849
382	0.4433063788
383	0.44246676
384	0.4417752505
385	0.4413220976
386	0.440763782
387	0.4395788699
388	0.4387386846
389	0.4377530121
390	0.4366261399
391	0.4355199108
392	0.4350692124
393	0.4336104608
394	0.4328671011
395	0.4323818891
396	0.4315307615
397	0.4306236762
398	0.4299454313
399	0.4282934906
400	0.427276155
401	0.4261954226
402	0.4255510998
403	0.4246629163
404	0.4232122653
405	0.4219708627
406	0.4210110224
407	0.4199150263
408	0.4188452966
409	0.418135479
410	0.4168207223
411	0.4157810537
412	0.4155397282
413	0.4145133219
414	0.4140399918
415	0.4137545612
416	0.4121759021
417	0.4116483973
418	0.4104543431
419	0.4097174993
420	0.4086819278
421	0.4078030695
422	0.4067815594
423	0.4066254541
424	0.4061230017
425	0.4055981953
426	0.4043617696
427	0.4038547126
428	0.4032391783
429	0.4021475438
430	0.4013397451
431	0.4008126883
432	0.3995589284
433	0.3989044229
434	0.3978354331
435	0.3970475754
436	0.396385758
437	0.3949101103
438	0.3944870873
439	0.3940612847
440	0.393447597
441	0.3928960312
442	0.3922775783
443	0.3914665322
444	0.3912707912
445	0.3907955368
446	0.389878929
447	0.3891775759
448	0.3883817453
449	0.3881313993
450	0.3872385186
451	0.3865888036
452	0.3861017574
453	0.3857019262
454	0.3852608468
455	0.384709412
456	0.3840900762
457	0.3832299733
458	0.382587042
459	0.3821143247
460	0.3813162868
461	0.3808061183
462	0.3800909436
463	0.3793145355
464	0.3788921024
465	0.3785645574
466	0.3782769496
467	0.3777325797
468	0.376833428
469	0.3762420054
470	0.3756676619
471	0.3751037624
472	0.3742759935
473	0.3733160871
474	0.3731130591
475	0.3722928269
476	0.3718951554
477	0.3712359411
478	0.3705984362
479	0.3699546203
480	0.368714927
481	0.3682202753
482	0.3677279467
483	0.3669470952
484	0.3659813445
485	0.3656051121
486	0.3651626575
487	0.3643855518
488	0.3636944013
489	0.363353478
490	0.3627178099
491	0.3622080558
492	0.3617527987
493	0.3615948328
494	0.361390532
495	0.3608054592
496	0.360238263
497	0.3595552484
498	0.3594442754
499	0.3587372965
